ID,Name,Age,Nationality,Team,League,Value,Wage,Attacking,Movement,Defending,Goalkeeping,Overall rating,Position,Height,Preferred foot
984628,B. Roy,28,Cape Verde,"Rodriguez, Pugh and Matthews",Delacruz LLC (Sierra Leone),€196.1M,€485K,62.9,10.1,74.1,94.8,90,LW,199cm,Left
25638,B. Coleman,35,Iraq,Paris Saint Germain,Brown-Ferguson (Yemen),€197.2M,€492K,74.6,39.6,67.0,93.3,89,LW,191cm,Left
181350,Jackson,55,Chile,"Campbell, Davis and Austin",Smith-Williams (Saint Kitts and Nevis),€198.7M,€490K,44.7,90.9,83.4,18.6,89,CF,172cm,Left
77319,Shelton,34,Comoros,Dunn-Savage,Delacruz LLC (Sierra Leone),€199.2M,€544K,24.0,73.2,94.0,52.1,89,RM,190cm,Left
148874,A. Jenkins,21,Yemen,"Durham, Villa and Hudson",Premier League (England),€249.9M,€481K,69.0,44.6,49.9,94.1,88,LW,206cm,Left
797004,Donald Jr.,35,Saint Kitts and Nevis,"Green, Dominguez and Porter","Carter, Jacobson and Parker (Sierra Leone)",€191.1M,€476K,44.1,90.1,20.7,81.3,88,CDM,168cm,Right
541485,J. Lynn,26,Chad,Riley-Strickland,"Smith, Rowland and Moreno (Saint Kitts and Nevis)",€188.8M,€484K,20.0,85.0,87.6,17.2,87,CF,158cm,Left
648045,R. Hale,27,Yemen,Dunn-Savage,Delacruz LLC (Sierra Leone),€194.5M,€476K,40.1,65.4,94.6,8.3,87,CF,180cm,Left
550367,S. James,33,Sierra Leone,King Group,Smith-Williams (Saint Kitts and Nevis),€187.4M,€460K,38.4,71.3,92.3,28.9,87,CF,209cm,Left
206841,D. Henry,20,Cape Verde,Scott-Patton,"Smith, Rowland and Moreno (Saint Kitts and Nevis)",€181.9M,€474K,47.6,77.9,89.9,32.8,87,CF,179cm,Left
148604,R. Williams,31,Sierra Leone,Adams-Day,Parker-Gibson (Cape Verde),€183.2M,€472K,87.7,22.1,79.0,21.5,86,RW,164cm,Left
83861,R. Huerta,25,Yemen,"Hawkins, Garcia and Fritz",Williams-Smith (El Salvador),€183M,€494K,82.4,23.0,87.4,12.1,86,RW,185cm,Left
524479,Nguyen,33,Saint Kitts and Nevis,Liverpool,"Carter, Jacobson and Parker (Sierra Leone)",€173.6M,€444K,82.6,19.0,85.6,13.6,86,RW,199cm,Left
189493,John Jr.,23,Botswana,"Campbell, Davis and Austin",Smith-Williams (Saint Kitts and Nevis),€172.5M,€431K,93.1,60.3,26.4,60.4,85,LM,191cm,Left
689706,R. Fox,18,El Salvador,"Reyes, Gray and Jenkins",Premier League (England),€174M,€448K,25.5,93.9,59.8,30.1,85,LW,179cm,Right
960388,D. Duncan,34,Chile,Liverpool,"Carter, Jacobson and Parker (Sierra Leone)",€175.2M,€475K,37.0,86.4,79.8,14.3,85,LW,191cm,Right
26521,Meyers,46,El Salvador,Jones Group,"Smith, Rowland and Moreno (Saint Kitts and Nevis)",€171M,€425K,88.6,41.5,74.8,51.3,85,CDM,155cm,Left
633074,B. Hall,40,Sierra Leone,"Rivera, Lambert and Ramirez",Premier League (England),€161.9M,€427K,28.5,80.5,86.0,14.2,85,LW,150cm,Right
667421,N. Torres,31,Cape Verde,"Hawkins, Garcia and Fritz",Williams-Smith (El Salvador),€165.5M,€443K,75.8,88.7,43.7,52.4,85,RWB,164cm,Left
147935,M. Thomas,23,Comoros,"Frye, Gates and Reyes",Premier League (England),€163.9M,€428K,88.5,14.2,71.1,14.3,84,RW,174cm,Left
270923,A. Burton,38,Sierra Leone,King Group,Smith-Williams (Saint Kitts and Nevis),€152.4M,€407K,78.3,50.2,85.5,27.6,84,RW,192cm,Left
795903,J. Drake,31,Chile,"Barrett, Harper and Nguyen",Premier League (England),€190.5M,€409K,20.4,91.1,31.2,62.1,84,RM,204cm,Right
148784,Nicholas White,35,El Salvador,"Miller, Parks and Thomas",Premier League (England),€157.6M,€402K,58.0,88.3,29.5,69.2,84,RWB,167cm,Left
