ID,Name,Age,Nationality,Team,League,Value,Wage,Attacking,Movement,Defending,Goalkeeping,Overall rating,Position,Height,Preferred foot
319659,R. Campbell,34,Egypt,Lee LLC,Turner-Burns (Northern Mariana Islands),€249.1M,€498K,58.6,94.8,28.1,83.3,92,CF,186cm,Left
895940,D. Walker,27,Greece,FC Bayern München,Brown and Sons (Northern Mariana Islands),€193.6M,€493K,70.9,83.2,43.8,94.7,92,CF,167cm,Left
459719,Morrison,21,North Macedonia,Palmer-Henderson,Brown and Sons (Northern Mariana Islands),€198.1M,€550K,81.7,61.1,14.3,94.4,91,CF,157cm,Left
885786,Thomas Nelson,31,Indonesia,"Reynolds, Martinez and Price",Lee Inc (Iraq),€197.7M,€494K,93.1,19.9,83.2,82.5,91,LM,159cm,Right
149235,S. Daniels,31,Guyana,"Johnson, Gill and Knox",Solis LLC (France),€192.2M,€484K,79.4,68.8,14.3,94.8,91,CF,209cm,Left
159436,R. Johnson,25,Liechtenstein,Lee LLC,Turner-Burns (Northern Mariana Islands),€192.7M,€489K,83.8,92.9,15.1,82.3,91,CF,181cm,Left
165063,J. Schneider,24,Saint Martin,Wilson-Macdonald,Premier League (England),€191.5M,€488K,90.3,90.0,44.6,60.7,90,CDM,174cm,Right
420393,T. Le,34,Indonesia,Maxwell-Harper,Solis LLC (France),€191.7M,€496K,81.8,55.5,33.1,92.1,90,CF,180cm,Left
510950,J. Clark,32,Palau,Gould Group,Bradley-Mcgrath (Liechtenstein),€191.1M,€478K,92.5,57.7,49.1,83.0,90,LM,204cm,Right
633867,M. Wilson,21,Belgium,Williams Inc,Solis LLC (France),€195.2M,€478K,54.8,79.8,93.5,51.5,90,CDM,162cm,Left
617785,Montgomery,53,Greece,"Reynolds, Martinez and Price",Lee Inc (Iraq),€188.3M,€481K,87.6,90.4,20.9,62.5,90,CF,182cm,Left
331780,J. Schneider,25,Botswana,FC Barcelona,"Trevino, Obrien and Gould (Guyana)",€190.5M,€485K,55.8,93.3,15.9,80.0,90,LB,184cm,Right
32795,M. Ayala,46,North Macedonia,Leon-Mendoza,"Williams, Young and Carter (Belize)",€190.1M,€465K,92.2,79.7,37.4,74.1,89,CF,170cm,Left
