ID,Name,Age,Nationality,Team,League,Value,Wage,Attacking,Movement,Defending,Goalkeeping,Overall rating,Position,Height,Preferred foot
771512,D. Stuart,34,Venezuela,Munoz-Harris,Fox LLC (United States Virgin Islands),€199.1M,€539K,37.1,62.5,90.5,90.7,91,GK,154cm,Right
164366,J. Walker,32,Cameroon,"Evans, Webster and Young",Graham-Harper (Namibia),€249.3M,€450K,43.7,81.0,92.5,80.3,90,LW,185cm,Right
961395,C. Carroll,25,Brunei Darussalam,Lopez-Ellis,"Johnson, Lam and Chavez (Namibia)",€199.1M,€466K,40.4,89.2,90.6,48.3,90,LW,201cm,Right
52885,M. Miller,34,North Macedonia,Brandt-Adams,"Kirby, Nichols and Sanchez (Venezuela)",€198.8M,€479K,28.5,86.4,91.6,45.0,90,LW,166cm,Right
565724,A. May,28,Venezuela,Barnes-Franklin,Hawkins Ltd (Guadeloupe),€193M,€468K,29.8,61.0,93.3,76.1,89,GK,172cm,Right
149865,J. Miller,19,Azerbaijan,Valdez-Jackson,Pitts LLC (Congo),€196.5M,€442K,63.9,92.2,79.6,16.7,89,LM,151cm,Left
150628,M. Melendez,35,Dominica,Campos-Crawford,"Alvarez, Fields and Evans (Brunei Darussalam)",€193.8M,€449K,10.8,31.1,89.7,88.8,89,GK,181cm,Left
190136,A. Sanchez,25,Cameroon,Kelley Group,"Kirby, Nichols and Sanchez (Venezuela)",€196.9M,€444K,68.7,50.3,33.1,93.8,88,RM,161cm,Left
902964,D. Reed,27,Brunei Darussalam,Hart-King,"Saunders, Dixon and Willis (North Macedonia)",€195.6M,€435K,49.1,78.0,88.5,86.4,88,GK,177cm,Right
722818,Joe Vega,31,Dominica,Collins and Sons,"Kirby, Nichols and Sanchez (Venezuela)",€190.5M,€440K,42.5,57.4,91.6,77.5,88,LW,182cm,Right
763215,S. Hobbs,23,Dominica,"Jackson, Bryant and Clements",Hawkins Ltd (Guadeloupe),€192.7M,€439K,89.6,78.7,37.9,58.2,87,LM,182cm,Right
26298,G. Morris,26,Venezuela,Hanson Inc,Thompson and Sons (Brunei Darussalam),€192.3M,€438K,57.3,89.8,79.3,77.9,87,LW,159cm,Right
395023,C. Thomas,20,Cameroon,Pierce Ltd,Thompson and Sons (Brunei Darussalam),€187.5M,€425K,58.5,74.2,91.4,48.4,87,LW,179cm,Right
174319,Clayton,31,Namibia,Collins and Sons,"Kirby, Nichols and Sanchez (Venezuela)",€183.6M,€401K,50.3,56.2,89.5,78.2,87,GK,208cm,Right
929212,J. Rivers,26,United States Virgin Islands,"Evans, Webster and Young",Graham-Harper (Namibia),€188.1M,€388K,41.5,77.2,90.4,61.1,87,GK,178cm,Right
348035,R. Goodwin,22,United States Virgin Islands,"Freeman, Phillips and Johnston",Alvarez-Flores (Brunei Darussalam),€189.5M,€410K,89.7,80.3,21.9,50.9,87,LM,168cm,Right
271896,F. Mendez,25,Congo,Kelley Group,"Kirby, Nichols and Sanchez (Venezuela)",€175.9M,€357K,55.6,74.8,89.8,48.5,86,LW,152cm,Right
214910,Patel,22,Namibia,Taylor-Jones,Hawkins Ltd (Guadeloupe),€174.5M,€399K,21.6,32.8,84.7,87.1,86,GK,199cm,Left
354249,D. Nielsen,38,Congo,Pierce PLC,"Alvarez, Fields and Evans (Brunei Darussalam)",€179.3M,€388K,8.3,64.0,93.3,36.2,86,CF,176cm,Left
354725,N. Wade,30,Brunei Darussalam,Paris Saint Germain,Premier League (England),€175.4M,€386K,21.2,72.6,90.0,44.0,86,LW,164cm,Left
207757,V. Moore,21,Cameroon,"Cooper, Morse and Long",Hawkins Ltd (Guadeloupe),€173.1M,€353K,64.5,34.4,93.7,63.0,86,RWB,170cm,Right
699305,J. Brown,28,Venezuela,"Davis, Nelson and Matthews",Alvarez-Flores (Brunei Darussalam),€166.6M,€340K,33.7,49.2,72.6,90.1,86,GK,168cm,Right
213079,M. Doyle,53,Dominica,"Brown, Mcintosh and Jones",Premier League (England),€182.9M,€368K,74.9,88.5,45.3,67.4,85,RM,171cm,Right
418843,P. Houston,35,Venezuela,"Mendez, Moore and Alvarez","Kirby, Nichols and Sanchez (Venezuela)",€169.4M,€344K,43.1,90.2,62.5,69.4,85,LW,203cm,Right
165091,Richard Jr.,32,Dominica,"Flores, Murray and Mckee",Thompson and Sons (Brunei Darussalam),€166.2M,€325K,41.3,88.3,73.2,36.8,85,LM,171cm,Left
591761,G. Roth,22,Namibia,Mills Ltd,Graham-Harper (Namibia),€160M,€327K,54.4,41.4,67.8,91.1,85,GK,210cm,Right
305215,B. Mayo,24,Cameroon,Lewis LLC,Premier League (England),€160.4M,€330K,24.0,40.8,74.5,88.1,85,GK,179cm,Right
674185,K. Carter,20,Brunei Darussalam,"Gibson, Jones and Shepherd","Johnson, Lam and Chavez (Namibia)",€168.2M,€340K,40.0,71.8,57.4,89.9,85,GK,174cm,Right
396800,A. Williams,25,Australia,Sandoval Ltd,Premier League (England),€153.2M,€321K,38.8,49.1,74.9,88.0,85,GK,164cm,Left
704710,Timothy Hickman,27,Guadeloupe,King-Ramirez,Alvarez-Flores (Brunei Darussalam),€147.9M,€316K,90.2,54.8,19.3,67.0,84,LM,196cm,Right
278781,Walter Jr.,32,Brunei Darussalam,Hanson Inc,Thompson and Sons (Brunei Darussalam),€153.3M,€323K,54.8,90.6,62.3,46.8,84,LW,152cm,Right
99212,S. Michael,29,Australia,Mason-Smith,Premier League (England),€159M,€321K,51.2,87.3,72.2,58.9,84,LW,186cm,Right
558262,J. Martin,21,Dominica,FC Bayern München,Premier League (England),€147.4M,€346K,53.9,34.5,94.1,39.6,84,RWB,170cm,Right
509688,J. Solis,22,Brunei Darussalam,Munoz-Harris,Fox LLC (United States Virgin Islands),€141.8M,€299K,15.1,67.6,88.8,32.5,84,CF,172cm,Left
133225,J. Mitchell,28,Namibia,"Freeman, Phillips and Johnston",Alvarez-Flores (Brunei Darussalam),€142.6M,€309K,41.5,85.8,51.2,77.2,84,RM,207cm,Right
870636,Stanley Jr.,24,Australia,Mills Ltd,Graham-Harper (Namibia),€147.4M,€301K,71.5,87.5,47.8,67.0,84,RM,197cm,Right
257132,D. Brady,27,Venezuela,"Smith, Beasley and Cox",Premier League (England),€141.4M,€285K,65.1,90.9,55.1,53.5,84,LM,177cm,Left
625886,M. Nguyen,32,Namibia,Young-Smith,Hawkins Ltd (Guadeloupe),€133.4M,€314K,60.7,57.4,92.2,45.8,84,RWB,150cm,Right
51939,P. Garcia,27,Guadeloupe,Manchester United,"Alvarez, Fields and Evans (Brunei Darussalam)",€141.2M,€285K,32.9,51.5,93.4,47.6,84,CDM,168cm,Left
762286,M. Mcclure,29,Congo,Hanson Inc,Thompson and Sons (Brunei Darussalam),€134M,€299K,36.1,34.3,88.8,65.9,83,GK,199cm,Left
123526,J. Diaz,16,Dominica,"Gibson, Jones and Shepherd","Johnson, Lam and Chavez (Namibia)",€119.8M,€275K,48.8,59.4,91.2,60.1,83,LW,168cm,Right
902405,Eugene Jackson,21,Guadeloupe,Hart-King,"Saunders, Dixon and Willis (North Macedonia)",€132.3M,€277K,69.4,41.1,87.2,32.5,83,RWB,171cm,Right
99767,Gould,31,Guadeloupe,"Mendez, Moore and Alvarez","Kirby, Nichols and Sanchez (Venezuela)",€127.9M,€284K,48.3,69.4,81.5,83.6,83,GK,188cm,Right
214840,Nicolas Jr.,21,Congo,"Davis, Nelson and Matthews",Alvarez-Flores (Brunei Darussalam),€111.4M,€296K,54.2,67.9,88.2,60.1,83,GK,181cm,Right
182134,A. Dean,33,Cameroon,Hanson Inc,Thompson and Sons (Brunei Darussalam),€123.6M,€264K,52.3,48.5,85.4,77.7,83,GK,175cm,Right
239493,V. Woods,32,United States Virgin Islands,"Watson, Steele and Benton",Alvarez-Flores (Brunei Darussalam),€106.5M,€257K,32.0,87.0,69.1,45.3,83,LW,164cm,Right
895040,R. Roberts,45,Brunei Darussalam,"Brown, Mcintosh and Jones",Premier League (England),€109.5M,€258K,56.5,68.0,58.4,88.2,83,GK,151cm,Right
264442,R. Morris,23,Namibia,"Kline, Vance and Paul",Pitts LLC (Congo),€103.5M,€273K,57.4,25.0,91.0,33.4,83,RWB,150cm,Right
625026,Scott Jr.,20,Azerbaijan,"Freeman, Phillips and Johnston",Alvarez-Flores (Brunei Darussalam),€101.2M,€261K,53.5,46.5,68.3,87.3,83,CM,162cm,Right
641415,J. Pollard,24,Guadeloupe,"Brown, Mcintosh and Jones",Premier League (England),€101.5M,€248K,61.1,89.8,60.9,27.3,83,LM,160cm,Left
461445,C. Mathews,24,Azerbaijan,"Smith, Bright and Klein","Saunders, Dixon and Willis (North Macedonia)",€103.3M,€251K,9.3,31.7,82.5,83.5,83,GK,163cm,Left
953630,D. Craig,23,Dominica,Wallace LLC,Premier League (England),€102.2M,€236K,59.7,76.9,83.9,82.0,83,LW,197cm,Right
806392,Montoya,35,Azerbaijan,"Spencer, Mclean and Foster",Thompson and Sons (Brunei Darussalam),€97M,€226K,51.9,90.7,29.3,61.4,83,RM,187cm,Right
273913,Wood,24,Cameroon,"Smith, Bright and Klein","Saunders, Dixon and Willis (North Macedonia)",€101.9M,€230K,51.8,89.5,64.4,17.3,83,LM,174cm,Left
786885,T. Lucas,20,Azerbaijan,"Smith, Beasley and Cox",Premier League (England),€96.3M,€244K,28.1,37.7,87.8,64.1,82,GK,186cm,Left
107099,P. Scott,20,Guadeloupe,Munoz-Harris,Fox LLC (United States Virgin Islands),€95.5M,€226K,56.2,46.0,30.2,90.5,82,RM,175cm,Left
811819,C. Cook,23,Dominica,FC Barcelona,Graham-Harper (Namibia),€93.7M,€215K,62.6,87.8,59.4,39.3,82,LM,195cm,Left
828271,M. Hudson,30,Guadeloupe,Campos-Crawford,"Alvarez, Fields and Evans (Brunei Darussalam)",€93.9M,€217K,67.7,42.5,87.2,64.9,82,RWB,190cm,Right
861045,Joseph Armstrong,27,Cameroon,"Davis, Nelson and Matthews",Alvarez-Flores (Brunei Darussalam),€94.1M,€224K,53.0,76.1,65.8,84.6,82,RM,193cm,Right
386421,Timothy Jr.,24,Venezuela,"Jackson, Bryant and Clements",Hawkins Ltd (Guadeloupe),€92.4M,€220K,62.0,88.6,47.8,37.9,82,LM,200cm,Left
91701,S. Castillo,37,Venezuela,Pierce PLC,"Alvarez, Fields and Evans (Brunei Darussalam)",€86.3M,€201K,40.0,82.7,81.3,50.5,82,LW,177cm,Right
978233,R. Rivers,23,United States Virgin Islands,"Pearson, Rivas and Taylor",Premier League (England),€87.1M,€203K,83.4,25.9,49.5,76.4,82,CM,191cm,Left
814966,D. Carter,34,Guadeloupe,Munoz-Harris,Fox LLC (United States Virgin Islands),€88.5M,€233K,38.7,40.2,54.4,91.4,82,RM,198cm,Left
74140,T. Brown,24,Venezuela,Hernandez-Patterson,Premier League (England),€90.2M,€199K,83.3,34.5,30.5,72.8,81,CAM,166cm,Right
369155,D. Smith,20,United States Virgin Islands,King-Ramirez,Alvarez-Flores (Brunei Darussalam),€86.1M,€175K,31.4,70.7,83.9,37.7,81,LW,197cm,Left
287275,Steven Carrillo,27,Venezuela,"Brown, Mcintosh and Jones",Premier League (England),€84.7M,€196K,33.8,82.7,76.7,52.1,81,LM,167cm,Left
270942,R. Morris,31,Australia,"Kline, Vance and Paul",Pitts LLC (Congo),€85M,€202K,31.7,51.8,59.5,87.8,81,GK,158cm,Left
484029,E. Bishop,33,Dominica,Hart-King,"Saunders, Dixon and Willis (North Macedonia)",€96.4M,€196K,17.9,47.0,91.8,25.7,81,CF,199cm,Left
295737,James Jr.,20,Dominica,Nelson-Freeman,Premier League (England),€77.6M,€187K,71.6,58.2,57.8,84.5,81,RM,150cm,Left
205804,Lane,21,Namibia,"Smith, Beasley and Cox",Premier League (England),€74.4M,€172K,46.6,42.5,65.5,85.8,81,GK,207cm,Left
189603,D. Mullins,43,Guadeloupe,"Smith, Beasley and Cox",Premier League (England),€81.5M,€163K,82.1,68.5,14.4,79.0,81,LM,187cm,Right
17683,M. Best,24,Dominica,Nelson-Freeman,Premier League (England),€80.3M,€172K,87.9,59.0,46.7,59.1,81,LM,191cm,Right
149072,G. Parker,53,Guadeloupe,Hernandez-Patterson,Premier League (England),€65.6M,€144K,9.5,28.7,86.5,65.7,81,GK,188cm,Left
387155,J. Adams,47,Dominica,"Wolf, Rodriguez and Boyd","Alvarez, Fields and Evans (Brunei Darussalam)",€79.8M,€159K,33.7,25.1,74.1,83.3,81,CM,155cm,Right
690525,K. Caldwell,29,North Macedonia,Nelson-Freeman,Premier League (England),€72.4M,€170K,38.5,60.4,86.4,63.0,81,LW,155cm,Right
207704,J. Smith,33,Australia,"Mendez, Moore and Alvarez","Kirby, Nichols and Sanchez (Venezuela)",€70.9M,€151K,49.0,86.8,47.7,64.0,81,CB,158cm,Right
93318,Tony Lynn,23,Congo,Paris Saint Germain,Premier League (England),€65M,€131K,38.5,74.1,83.7,33.2,81,LW,173cm,Left
