ID,Name,Age,Nationality,Team,League,Value,Wage,Attacking,Movement,Defending,Goalkeeping,Overall rating,Position,Height,Preferred foot
607331,Jacob Jr.,30,Germany,"Lopez, Payne and Fleming",Premier LeaguE (England),€199.8M,€489K,85.1,23.0,93.9,70.2,92,RB,191cm,Left
886603,W. Harris,20,Chad,"Jenkins, Rodriguez and Brown",Premier League,€249.9M,€488K,86.5,53.9,92.6,56.2,91,RB,175cm,Left
986468,B. Dominguez,21,Cote d'Ivoire,Shepherd-Shelton,Premier League (England) EPL,€199.3M,€550K,87.6,29.4,89.7,67.0,89,RB,175cm,Left
828886,J. Hicks,19,British Indian Ocean Territory (Chagos Archipelago),Contreras Inc,Premier LeaguE (England),€193.5M,€497K,76.0,55.6,92.0,56.7,88,RB,173cm,Left
788738,P. Gonzalez,37,Ghana,Erickson-Dawson,Premier LeaguE (England),€192.1M,€483K,83.7,41.0,88.8,74.6,88,RB,175cm,Left
25539,A. Abbott,21,Comoros,"Frost, Morrison and Miller",Premier League (England) EPL,€189.5M,€485K,50.9,89.2,79.0,49.4,87,CDM,205cm,Left
838035,M. Harrington,30,Faroe Islands,Wiley Inc,English Premier League (England),€189.7M,€486K,84.8,29.6,87.5,69.9,87,RB,164cm,Left
658759,R. Williams,25,British Indian Ocean Territory (Chagos Archipelago),"Morgan, Nichols and Rodriguez",Premier LeaguE (England),€198.1M,€484K,48.2,75.1,90.7,50.4,87,ST,190cm,Right
479190,R. Mullins,28,Slovakia (Slovak Republic),Nguyen and Sons,Premier League,€190M,€489K,73.8,47.9,91.6,54.0,87,RB,174cm,Left
827475,M. Smith,33,Dominica,"Johnston, Lopez and Walls",PremierLeague(England),€188.5M,€480K,72.7,20.3,91.1,41.1,86,RB,210cm,Left
868494,K. House,33,Lebanon,"Montgomery, Ponce and Buchanan",Premier LeaguE (England),€183.5M,€472K,27.6,20.1,65.3,92.7,86,CB,203cm,Left
279009,A. Fernandez,35,Faroe Islands,"Brown, Williams and Cannon",Premier League,€186.4M,€476K,63.1,93.7,63.9,36.0,86,RW,172cm,Left
898,C. Vaughn,27,Benin,Paris Saint Germain,English Premier League (England),€183M,€464K,77.5,89.5,67.5,14.6,86,ST,165cm,Left
297844,A. Johnson,20,Spain,Griffin Ltd,Premier LeaguE (England),€180.6M,€467K,65.6,55.9,90.1,72.0,86,RB,192cm,Left
823113,P. Reyes,24,Mauritius,Franco LLC,Premier LeaguE (England),€182.7M,€471K,71.6,43.2,91.4,58.0,86,RB,163cm,Left
737647,A. Wilson,28,Spain,Haynes PLC,Premier League (England),€180.9M,€468K,85.0,30.7,67.8,84.3,85,CAM,196cm,Left
402708,Kevin Robinson,21,Dominica,"Dougherty, Young and Sims",Premier League (England) EPL,€179M,€473K,78.6,51.4,77.7,87.7,85,CAM,174cm,Left
550172,W. Perry,27,El Salvador,Holloway-Ramos,Premier League,€179.3M,€460K,54.9,85.5,81.8,38.0,85,ST,184cm,Left
272403,K. Jacobs,32,Ghana,"Martinez, Young and Orr",Premier League (England) EPL,€180.6M,€455K,86.0,38.2,45.8,82.5,85,CAM,171cm,Left
707297,M. Ruiz,33,Cote d'Ivoire,Miller Ltd,Premier League (England),€184.3M,€453K,83.1,34.2,54.3,86.2,85,CAM,205cm,Left
289516,Richard Jr.,23,Comoros,"Thornton, Smith and Collins",Premier LeaguE (England),€175M,€453K,70.0,26.6,89.7,72.0,85,RB,190cm,Left
191360,L. Davis,39,Sudan,Lewis-Cole,Premier League (England),€179.5M,€449K,70.3,26.7,89.4,54.1,85,LM,203cm,Left
691406,S. Oliver,30,Germany,Carter-Morgan,Premier League (England) EPL,€174.5M,€449K,86.9,50.9,78.4,54.6,85,CAM,164cm,Left
716324,M. Jimenez,25,Dominica,Franco LLC,Premier LeaguE (England),€174.6M,€449K,83.0,58.5,86.0,21.1,85,CM,166cm,Left
835598,J. Johnson,30,Palau,Haynes PLC,Premier League (England),€171.6M,€444K,42.3,88.9,71.2,21.6,84,ST,201cm,Left
721196,R. Lloyd,34,Dominica,FC Barcelona,Premier League (England),€174.1M,€448K,89.3,28.0,18.1,67.1,84,LWB,199cm,Left
319795,E. Gross,28,North Macedonia,Erickson-Dawson,Premier LeaguE (England),€172.2M,€441K,85.6,57.3,79.8,45.0,84,RB,207cm,Left
983370,D. Mccarthy,25,Slovakia (Slovak Republic),House-Bautista,Premier LeaguE (England),€172.4M,€439K,55.6,65.0,90.2,43.3,84,ST,204cm,Right
115031,B. Kelly,29,Chad,"Bryan, Chavez and Jones",English Premier League (England),€170.8M,€424K,82.6,31.6,83.8,47.6,84,RB,208cm,Left
967055,B. Jackson,49,Benin,Spence Group,Premier League (England) EPL,€171.3M,€454K,61.3,91.1,58.5,51.9,84,RW,194cm,Right
541695,K. Jefferson,34,Comoros,"Conner, Woods and Olson",Premier League (England),€173.9M,€432K,49.0,93.9,51.6,54.2,84,RW,199cm,Left
574990,J. Rose,31,Lebanon,Austin-Herrera,Premier League (England) EPL,€169.1M,€435K,49.7,91.8,61.2,27.4,84,RW,155cm,Right
362059,C. Lopez,30,Dominica,Franklin Ltd,Premier League (England),€165.3M,€410K,84.5,13.7,70.8,84.1,84,CAM,158cm,Left
869967,M. Villarreal,28,Faroe Islands,"Patterson, Dyer and Hall",PremierLeague(England),€163.8M,€420K,84.8,37.1,82.2,59.1,84,RB,201cm,Left
550834,T. Williams,26,Benin,West-Ramirez,Premier League (England) EPL,€166.7M,€437K,80.6,50.7,48.3,84.6,84,CAM,209cm,Left
542785,D. Drake,33,Cote d'Ivoire,Carter-Morgan,Premier League (England) EPL,€167.5M,€417K,71.8,76.2,87.0,25.5,84,ST,155cm,Right
821331,K. Parker,23,Cote d'Ivoire,Rogers-Romero,Premier League (England) EPL,€163.7M,€413K,84.6,57.0,81.3,57.1,84,RB,209cm,Left
362805,R. Parker,32,Sudan,"Blackburn, Black and Henry",Premier League (England) EPL,€163.3M,€403K,85.3,51.3,78.5,62.2,84,CAM,188cm,Left
699007,R. Case,46,British Indian Ocean Territory (Chagos Archipelago),"Brown, Williams and Cannon",Premier League,€161.1M,€400K,89.5,36.6,32.2,67.2,84,LWB,193cm,Left
535720,S. Nielsen,38,Netherlands Antilles,Austin-Herrera,Premier League (England) EPL,€165M,€399K,65.9,80.4,84.6,38.4,84,ST,194cm,Right
183681,Villanueva,27,Ghana,"Mendoza, Black and Brennan",PremierLeague(England),€158.7M,€400K,52.9,27.9,89.7,65.4,84,LM,182cm,Left
729512,D. Bell,29,Palau,Mayo-Campos,English Premier League (England),€160.1M,€387K,60.4,91.1,41.5,29.6,83,RW,210cm,Right
123376,R. Cox,35,Netherlands Antilles,"Beard, Holmes and Allen",Premier League (England),€158.7M,€384K,86.3,56.5,71.2,74.5,83,RB,166cm,Left
66086,Miller,25,Dominica,Lamb-Moore,PremierLeague(England),€157.6M,€385K,63.7,90.0,58.2,49.3,83,RW,153cm,Left
402378,M. Harrison,24,Mauritius,"Everett, Hill and Ramirez",English Premier League (England),€154.2M,€389K,47.2,89.2,63.1,49.6,83,ST,156cm,Left
910646,E. Gonzalez,30,British Indian Ocean Territory (Chagos Archipelago),Franco LLC,Premier LeaguE (England),€156.4M,€377K,45.5,47.0,86.0,72.3,83,LM,151cm,Left
632159,Steven Farmer,20,Bouvet Island (Bouvetoya),"Webster, Martin and Fowler",Premier LeaguE (England),€158.4M,€377K,30.1,19.8,54.9,93.0,83,CB,189cm,Left
927691,M. Christensen,17,El Salvador,Contreras Inc,Premier LeaguE (England),€155M,€382K,55.5,31.0,90.3,60.3,83,RB,179cm,Left
214999,Larry Kaiser,28,Chad,"Dunlap, Webb and Hensley",Premier LeaguE (England),€152.3M,€376K,35.9,89.3,63.5,31.7,83,RW,201cm,Left
68244,T. Gonzalez,28,Saint Martin,Taylor Group,English Premier League (England),€147.6M,€376K,82.7,52.9,83.4,64.5,83,RB,194cm,Left
2885,D. Ball,40,Slovakia (Slovak Republic),Rogers-Johnston,Premier League (England),€155.1M,€377K,70.5,87.4,51.1,49.0,83,CDM,200cm,Left
822136,B. Salas,21,Germany,"Morgan, Nichols and Rodriguez",Premier LeaguE (England),€152.3M,€370K,73.8,21.9,86.5,47.8,83,RB,152cm,Left
109495,Holland,35,Germany,Harris-Lambert,Premier LeaguE (England),€144.5M,€363K,85.8,17.5,68.2,74.9,83,CAM,196cm,Left
699518,Eric Allen,30,Saint Martin,"Morgan, Nichols and Rodriguez",Premier LeaguE (England),€152.9M,€366K,87.1,12.2,69.8,54.3,83,CAM,195cm,Left
142479,M. Brown,24,Slovakia (Slovak Republic),Franklin Ltd,Premier League (England),€146.7M,€370K,87.3,70.9,70.9,43.7,83,CM,163cm,Left
855199,J. Simon,28,El Salvador,Barr-Glenn,English Premier League (England),€146.9M,€383K,27.3,29.4,61.7,90.6,83,CB,167cm,Left
715940,E. Johnson,27,Netherlands Antilles,Hale Ltd,Premier League (England) EPL,€143.3M,€360K,51.6,84.1,79.8,16.3,83,ST,206cm,Left
896249,Joseph Jr.,24,Spain,"Meyers, Jenkins and Robles",Premier League (England) EPL,€142.7M,€357K,83.6,20.1,53.7,81.1,83,CAM,198cm,Left
617937,Zachary Stanley,26,Benin,"Dougherty, Young and Sims",Premier League (England) EPL,€144.5M,€366K,54.4,70.9,87.0,38.7,83,CM,164cm,Left
544262,C. Crawford,28,Chad,"Hicks, Hampton and White",PremierLeague(England),€147.2M,€356K,87.8,70.4,35.0,39.8,83,CM,175cm,Right
798377,R. Espinoza,28,Dominica,Mayo-Campos,English Premier League (England),€142.7M,€351K,19.8,31.5,84.8,76.8,83,RM,164cm,Right
12229,Z. Webb,34,Slovakia (Slovak Republic),Rogers-Johnston,Premier League (England),€142.6M,€351K,71.4,43.3,86.6,45.9,83,LM,161cm,Left
602056,Dixon,35,Spain,"Ramos, Wright and Lyons",PremierLeague(England),€142.4M,€346K,52.9,57.8,91.6,47.1,83,RB,159cm,Left
508208,R. Lucas,44,Germany,"Webster, Martin and Fowler",Premier LeaguE (England),€144.2M,€346K,86.5,27.3,67.0,56.5,82,CAM,176cm,Left
582006,J. Coleman,34,Ghana,Sanchez PLC,Premier League (England),€133.6M,€344K,58.6,77.3,83.0,29.6,82,ST,201cm,Right
721487,Becker,26,Equatorial Guinea,Rogers-Romero,Premier League (England) EPL,€140.3M,€337K,57.1,84.5,74.3,46.6,82,ST,170cm,Left
385984,M. Rivera,29,Ghana,Park-Wood,Premier League (England),€132.7M,€338K,50.0,23.9,70.2,85.7,82,CAM,160cm,Left
82994,A. Bauer,35,Cote d'Ivoire,West-Harris,English Premier League (England),€141.5M,€343K,29.3,73.1,32.1,85.2,82,GK,165cm,Right
730312,J. Ibarra,25,Comoros,Fritz-Fisher,PremierLeague(England),€126.9M,€331K,43.5,17.7,86.0,71.7,82,LM,197cm,Left
599488,B. Doyle,28,Chad,"Beard, Holmes and Allen",Premier League (England),€128.4M,€358K,33.7,75.8,46.0,83.4,82,GK,195cm,Right
452148,Fleming,29,Sudan,Clark-Cannon,English Premier League (England),€125.9M,€329K,60.1,89.0,47.1,43.9,82,RW,162cm,Right
140999,Edward Jr.,28,Bouvet Island (Bouvetoya),Acosta and Sons,Premier League (England),€128.6M,€336K,85.4,36.9,71.6,11.5,82,LM,169cm,Right
75500,Roberts,24,Cote d'Ivoire,"Tran, Davis and Moon",Premier LeaguE (England),€124.3M,€334K,84.9,54.0,74.6,73.6,82,RB,174cm,Left
214946,M. Walker,23,Spain,"Webster, Martin and Fowler",Premier LeaguE (England),€136.8M,€329K,60.2,77.2,84.1,50.0,82,CDM,179cm,Left
837707,A. Cox,25,Saint Martin,"Everett, Hill and Ramirez",English Premier League (England),€125.5M,€329K,47.6,93.2,43.5,47.2,82,RW,156cm,Left
633222,Lance Greene,29,Ghana,FC Barcelona,Premier League (England),€122.4M,€328K,89.4,24.0,16.7,59.9,82,LWB,206cm,Left
18967,A. Aguilar,33,Mauritius,Ross Ltd,Premier League,€122M,€328K,84.7,18.4,41.6,71.9,82,CAM,207cm,Left
354974,Jordan Jr.,47,Saint Martin,Nguyen and Sons,Premier League,€121.5M,€325K,46.0,18.6,64.7,87.7,82,CB,189cm,Left
690927,J. Torres,31,Cote d'Ivoire,"Johnston, Lopez and Walls",PremierLeague(England),€120.6M,€326K,39.3,59.0,84.1,74.1,82,CDM,156cm,Left
863259,J. Galvan,24,Chad,Cantrell-Smith,English Premier League (England),€122.1M,€324K,80.4,44.1,82.0,34.6,82,CM,203cm,Left
568600,R. Herrera,22,Mauritius,May Inc,Premier League,€123M,€311K,81.7,31.1,81.0,38.2,82,RB,201cm,Left
3517,Burns,20,North Macedonia,"Bryan, Chavez and Jones",English Premier League (England),€118.3M,€311K,36.3,23.6,58.4,89.9,82,CB,207cm,Left
3838,Adam Hernandez,33,Cote d'Ivoire,Simpson LLC,PremierLeague(England),€118.4M,€310K,83.5,50.8,67.6,77.2,82,CAM,200cm,Left
634814,E. Hill,34,Lebanon,"Thornton, Smith and Collins",Premier LeaguE (England),€120.2M,€318K,62.7,88.2,61.9,32.3,82,ST,173cm,Left
24743,Petersen,24,British Indian Ocean Territory (Chagos Archipelago),"Hicks, Hampton and White",PremierLeague(England),€117.3M,€294K,66.6,85.6,35.9,65.9,81,RW,167cm,Left
590104,Charles Brown,26,Benin,"Hampton, Bell and Wilkinson",Premier LeaguE (England),€117.6M,€304K,86.2,65.7,50.4,23.1,81,CM,189cm,Right
893386,J. Rodriguez,25,Netherlands Antilles,"Thornton, Duncan and Taylor",Premier League,€117M,€306K,85.0,43.2,66.3,68.9,81,CAM,175cm,Left
975478,J. Oliver,31,North Macedonia,"Webster, Martin and Fowler",Premier LeaguE (England),€118.8M,€300K,68.5,33.7,46.0,85.6,81,CAM,182cm,Left
475774,D. King,30,British Indian Ocean Territory (Chagos Archipelago),Jones LLC,Premier League (England),€113.7M,€291K,79.3,78.4,82.1,59.0,81,ST,174cm,Right
738,T. Khan,23,Comoros,Mckee-Garcia,English Premier League (England),€116.7M,€292K,68.1,85.2,46.9,44.3,81,ST,194cm,Left
533398,James Rogers,32,Bouvet Island (Bouvetoya),Paris Saint Germain,English Premier League (England),€113.7M,€303K,86.0,28.9,25.0,65.0,81,LWB,183cm,Left
517085,Eric Jr.,27,El Salvador,"Jenkins, Rodriguez and Brown",Premier League,€113.7M,€289K,51.6,91.1,26.3,45.7,81,RW,151cm,Right
468033,C. Sheppard,49,Equatorial Guinea,West-Ramirez,Premier League (England) EPL,€109.2M,€281K,87.3,62.7,61.3,40.2,81,CM,163cm,Left
640446,K. Hernandez,26,Faroe Islands,Hale Ltd,Premier League (England) EPL,€111.8M,€282K,87.7,41.9,49.6,60.0,81,CAM,161cm,Left
354025,A. Baker,32,Sudan,"Patterson, Dyer and Hall",PremierLeague(England),€114M,€277K,62.3,52.8,86.7,24.8,81,CM,206cm,Left
485214,R. Miller,25,North Macedonia,Mckee-Garcia,English Premier League (England),€108.6M,€281K,86.2,27.8,18.3,67.1,81,LWB,177cm,Left
518081,David Webster,29,Sudan,West-Harris,English Premier League (England),€104.4M,€273K,36.1,47.5,86.3,65.6,81,RM,161cm,Right
346198,Kevin Jr.,26,Germany,Sanchez PLC,Premier League (England),€104.4M,€292K,82.7,48.7,77.4,70.7,81,RB,180cm,Left
764036,Brooks,15,Cote d'Ivoire,Mckee-Garcia,English Premier League (England),€113.4M,€276K,75.8,81.4,78.3,19.1,81,ST,150cm,Left
821451,J. Meyers,21,Germany,Nguyen and Sons,Premier League,€104M,€274K,48.3,24.5,91.5,41.7,81,RB,201cm,Left
198930,Joshua Sutton,26,Mauritius,Taylor Group,English Premier League (England),€102.1M,€264K,37.0,89.1,55.6,32.4,81,RW,183cm,Right
666000,R. Price,20,Palau,Simpson LLC,PremierLeague(England),€99M,€272K,63.8,68.0,85.7,8.2,81,CM,175cm,Left
412109,S. Ross,26,North Macedonia,"Lopez, Payne and Fleming",Premier LeaguE (England),€103.2M,€265K,41.5,27.4,61.3,87.3,81,CB,167cm,Left
969272,J. Turner,40,Benin,Levy-Manning,PremierLeague(England),€100.2M,€272K,76.2,69.3,82.6,25.6,81,CM,202cm,Left
911938,C. Campbell,20,Dominica,"Montgomery, Ponce and Buchanan",Premier LeaguE (England),€97.4M,€260K,78.8,32.8,82.1,73.3,81,RB,195cm,Left
387894,R. Day,54,Benin,Sanchez PLC,Premier League (England),€98.9M,€263K,85.2,67.9,48.2,42.3,81,CM,186cm,Right
994179,Eric Jr.,33,Palau,Taylor Group,English Premier League (England),€104.3M,€276K,23.0,43.6,86.2,66.4,81,RM,199cm,Right
355256,I. Mayo,32,Saint Martin,"Lopez, Rivas and Robinson",Premier League (England),€97.6M,€253K,28.7,85.3,44.0,66.8,81,LW,193cm,Right
994379,J. Thompson,31,North Macedonia,Miller-Welch,Premier League (England),€91.3M,€247K,27.1,32.2,59.0,88.1,81,CB,174cm,Left
920988,Garcia,27,Mauritius,"Adams, Fields and Solis",English Premier League (England),€92.8M,€247K,47.9,72.0,84.5,63.4,81,CDM,170cm,Left
208668,Nathan Dennis,25,Mauritius,Rodriguez Inc,Premier LeaguE (England),€90.1M,€243K,78.6,71.1,81.2,27.2,81,ST,208cm,Right
593746,M. Brown,30,North Macedonia,"Schmidt, Grant and Richmond",PremierLeague(England),€96.5M,€243K,65.5,26.6,86.4,44.7,81,RB,163cm,Left
200641,E. Collins,43,Spain,"Jacobs, Werner and Parker",English Premier League (England),€89.5M,€260K,77.7,54.3,82.0,38.2,81,ST,168cm,Right
593997,A. Hughes,25,El Salvador,"Conner, Woods and Olson",Premier League (England),€89.7M,€233K,84.2,36.0,59.3,70.4,81,RB,193cm,Left
114725,J. Gonzalez,26,Cote d'Ivoire,"Conner, Woods and Olson",Premier League (England),€89.6M,€242K,82.9,54.9,55.2,72.8,80,GK,171cm,Left
237769,J. Velazquez,30,Saint Martin,Hale Ltd,Premier League (England) EPL,€90.7M,€235K,60.9,76.1,81.8,42.4,80,ST,161cm,Left
123107,J. James,39,Bouvet Island (Bouvetoya),Steele-Cunningham,Premier LeaguE (England),€82.3M,€232K,48.5,56.5,81.1,75.9,80,RM,166cm,Right
966908,Justin Martin,39,British Indian Ocean Territory (Chagos Archipelago),"Morgan, Nichols and Rodriguez",Premier LeaguE (England),€85.1M,€231K,19.2,24.6,54.6,88.1,80,CB,181cm,Left
319820,J. Taylor,35,Lebanon,Mckee-Garcia,English Premier League (England),€87.5M,€230K,24.5,58.8,87.0,51.7,80,RM,191cm,Right
506449,Butler,21,El Salvador,"Holmes, Ford and Evans",Premier LeaguE (England),€85.8M,€243K,36.9,86.2,41.0,61.1,80,RW,177cm,Right
213795,S. Carter,30,British Indian Ocean Territory (Chagos Archipelago),Jones LLC,Premier League (England),€81.8M,€222K,87.8,32.1,57.3,51.9,80,RB,181cm,Left
705432,T. Berger,24,British Indian Ocean Territory (Chagos Archipelago),Rogers-Johnston,Premier League (England),€78.5M,€230K,52.2,26.3,83.9,66.5,80,RB,175cm,Left
984023,P. Rivera,25,Palau,Rogers-Johnston,Premier League (England),€79.2M,€227K,80.8,53.3,77.9,66.9,80,RB,203cm,Left
435244,M. Phillips,31,Equatorial Guinea,"Holmes, Ford and Evans",Premier LeaguE (England),€89.8M,€222K,42.2,21.1,85.4,62.2,80,RM,206cm,Right
263402,Matthew Jr.,33,Lebanon,Ball LLC,English Premier League (England),€77.7M,€215K,88.0,55.8,44.5,35.8,80,LM,192cm,Right
959732,C. Walker,31,Sudan,Contreras Inc,Premier LeaguE (England),€77.6M,€215K,83.1,24.6,71.7,67.3,80,CAM,210cm,Left
525668,Rodney Smith,45,Dominica,Rodriguez Inc,Premier LeaguE (England),€78.4M,€229K,54.4,78.4,79.0,80.2,80,CDM,159cm,Left
673224,A. Beltran,21,Lebanon,Grant-Livingston,Premier League (England) EPL,€78.4M,€217K,10.0,62.3,33.9,85.7,80,GK,192cm,Right
878585,L. Mcdonald,25,Benin,Cantrell-Smith,English Premier League (England),€74.6M,€204K,67.2,34.3,83.8,39.4,80,LM,151cm,Left
239689,Frank Jr.,28,Dominica,Golden and Sons,PremierLeague(England),€76.5M,€218K,84.2,24.0,17.5,68.4,80,LWB,178cm,Left
919697,Jack Jr.,40,El Salvador,"Conner, Woods and Olson",Premier League (England),€71.2M,€212K,83.4,57.6,70.1,5.3,80,LM,174cm,Right
43272,J. Simmons,34,Ghana,"Thornton, Smith and Collins",Premier LeaguE (England),€74.9M,€204K,49.5,48.2,90.2,41.2,80,ST,204cm,Right
150332,L. Parker,27,Netherlands Antilles,FC Bayern München,Premier League (England) EPL,€67.6M,€200K,61.1,86.8,51.7,50.4,80,RW,187cm,Right
256844,A. Tate,30,Comoros,Dawson-Reyes,Premier LeaguE (England),€70.2M,€199K,43.2,34.5,38.9,92.8,80,CB,207cm,Left
699273,Edwards,32,Saint Martin,"Meyers, Jenkins and Robles",Premier League (England) EPL,€78.9M,€215K,60.5,38.9,86.4,55.9,80,RB,169cm,Left
945043,M. Sawyer,28,Saint Martin,Golden and Sons,PremierLeague(England),€68.2M,€200K,80.9,56.2,38.7,75.6,80,GK,173cm,Left
93112,D. Bentley,24,Germany,Levy-Manning,PremierLeague(England),€67.4M,€195K,71.1,21.9,82.9,67.8,80,RB,155cm,Left
551973,D. Mitchell,35,Dominica,Erickson-Dawson,Premier LeaguE (England),€65.9M,€194K,84.1,39.4,66.3,48.4,80,RB,182cm,Left
626087,A. Ortiz,31,Lebanon,Shelton-Pierce,Premier LeaguE (England),€66.7M,€202K,59.0,87.0,52.7,37.8,80,RW,190cm,Right
601614,Daniel Jr.,22,Palau,Carter-Morgan,Premier League (England) EPL,€68M,€199K,36.7,86.3,60.2,30.8,80,RW,153cm,Left
257594,Copeland,51,British Indian Ocean Territory (Chagos Archipelago),"Meyers, Jenkins and Robles",Premier League (England) EPL,€63.9M,€193K,55.3,16.2,38.7,88.4,80,CB,201cm,Left
716384,J. Foster,30,Chad,House-Bautista,Premier LeaguE (England),€57.7M,€189K,9.5,74.1,50.2,81.6,80,GK,152cm,Right
495248,Daniel Fields,20,Germany,"Montgomery, Ponce and Buchanan",Premier LeaguE (England),€63.2M,€189K,85.5,51.9,63.5,57.5,80,RB,157cm,Left
675652,W. Sweeney,28,Benin,"Ramos, Wright and Lyons",PremierLeague(England),€61.1M,€197K,89.7,40.0,50.8,25.4,80,LM,194cm,Right
647449,Robert Jr.,40,British Indian Ocean Territory (Chagos Archipelago),Liverpool,Premier League (England) EPL,€56.6M,€189K,80.0,50.0,49.7,74.4,80,RW,210cm,Left
319498,Church,51,Benin,"Martinez, Young and Orr",Premier League (England) EPL,€52.3M,€185K,86.1,29.8,58.8,37.3,79,RB,175cm,Left
393248,Paul Pham,27,Faroe Islands,"Ramos, Wright and Lyons",PremierLeague(England),€58.3M,€187K,7.8,57.6,58.5,86.1,79,GK,209cm,Right
680380,G. Brown,31,Mauritius,"Lopez, Payne and Fleming",Premier LeaguE (England),€56.3M,€188K,47.7,86.1,56.0,41.8,79,RW,179cm,Right
393755,D. Coleman,23,Equatorial Guinea,"Blackburn, Black and Henry",Premier League (England) EPL,€50.2M,€186K,42.4,31.1,27.3,91.4,79,CB,176cm,Left
