ID,Name,Age,Nationality,Team,League,Value,Wage,Attacking,Movement,Defending,Goalkeeping,Overall rating,Position,Height,Preferred foot
337847,E. Stanton,34,Chad,Nelson-Pearson,"Hogan, Marshall and Mcpherson (Zimbabwe)",€250M,€486K,90.0,84.6,28.4,57.8,89,GK,174cm,Left
478659,Waters,41,Vanuatu,Sherman-Smith,"Saunders, Hernandez and Casey (Chad)",€191.8M,€489K,93.1,77.5,35.1,52.1,89,CM,198cm,Right
413143,M. Collins,27,Nepal,Dickerson-Smith,"Patton, Long and Sherman (Iran)",€192.8M,€488K,89.1,88.5,39.0,57.5,89,ST,190cm,Right
770163,Jones,33,Chad,Morris Ltd,Premier League (England),€192.4M,€497K,85.0,88.4,14.2,63.8,88,CM,186cm,Right
147994,R. Cochran,32,Saint Pierre and Miquelon,"Bell, Proctor and Cabrera",Premier League (England),€185.4M,€483K,79.9,90.8,22.0,50.3,88,RWB,186cm,Right
66900,B. Hodges,30,Djibouti,Snyder LLC,Casey-Simmons (Botswana),€196.9M,€481K,44.3,89.2,84.4,55.6,88,LWB,156cm,Right
304851,T. Mitchell,22,Zimbabwe,Jackson-Terry,Casey-Simmons (Botswana),€186.4M,€549K,89.6,84.5,47.3,53.4,88,ST,159cm,Right
84748,Greer,39,Turks and Caicos Islands,Paris Saint Germain,Park-Alexander (Nepal),€174.5M,€477K,92.6,60.9,11.5,75.8,88,CM,158cm,Right
781872,Crawford,22,Greece,"Bell, Proctor and Cabrera",Premier League (England),€167.2M,€474K,56.4,80.4,90.7,53.6,88,LWB,163cm,Right
199534,M. Wright,34,Ukraine,Liverpool,Ellis-Gross (Turks and Caicos Islands),€166.7M,€473K,60.4,89.4,80.4,79.6,88,RW,161cm,Right
884958,May,15,Zimbabwe,Knight-Mccormick,Casey-Simmons (Botswana),€176.4M,€440K,40.0,91.3,73.7,58.0,87,LWB,189cm,Right
50960,Jeff Jr.,33,Turks and Caicos Islands,"Perez, Suarez and Zavala",Premier League (England),€165.1M,€441K,89.7,77.1,60.9,44.6,87,ST,154cm,Right
272659,C. Robinson,25,Iran,Morris Ltd,Premier League (England),€161.9M,€434K,32.5,90.4,76.1,50.2,87,LWB,160cm,Right
658269,L. Alexander,23,Zimbabwe,Dickerson-Smith,"Patton, Long and Sherman (Iran)",€162M,€440K,89.0,80.4,22.1,72.7,87,CM,174cm,Right
790306,Jason Smith,33,Iran,Russell and Sons,Premier League (England),€157.8M,€431K,92.0,70.7,52.3,31.1,87,CAM,186cm,Left
720966,Randy Garcia,21,Greece,"Jennings, Hoover and Clark","Patton, Long and Sherman (Iran)",€172.9M,€427K,73.1,45.5,90.9,52.7,86,LB,182cm,Right
876803,A. Carter,30,Djibouti,Brown-Brooks,Premier League (England),€161.6M,€411K,92.1,22.1,67.2,35.2,86,CF,178cm,Left
811310,John Jr.,50,Saint Pierre and Miquelon,Price-Stevens,Ellis-Gross (Turks and Caicos Islands),€157.8M,€412K,59.7,71.6,90.8,26.4,86,LB,155cm,Right
672071,Gregory Cowan,34,Djibouti,"Bell, Proctor and Cabrera",Premier League (England),€157.2M,€415K,90.6,71.4,43.2,48.7,86,GK,159cm,Left
116195,M. Flynn,33,Greece,"Snyder, Davis and Daniels","Saunders, Hernandez and Casey (Chad)",€157.1M,€415K,86.6,85.7,38.2,76.2,86,ST,196cm,Right
460803,Brandon Jr.,35,Greece,"Johnson, Allen and Guerra",Premier League (England),€147.5M,€407K,87.1,83.7,27.3,58.9,86,CM,171cm,Right
117071,K. Brown,17,Botswana,Nelson-Pearson,"Hogan, Marshall and Mcpherson (Zimbabwe)",€153.7M,€460K,89.9,73.1,50.8,37.2,86,GK,174cm,Left
772489,S. Moreno,33,Ukraine,Sherman-Smith,"Saunders, Hernandez and Casey (Chad)",€142.1M,€408K,92.3,65.3,28.3,39.9,86,CB,151cm,Right
428559,R. Turner,33,Iran,"Hamilton, Ramos and Hamilton",Premier League (England),€142.9M,€391K,91.7,68.5,26.4,49.6,86,GK,161cm,Left
413093,B. Larsen,30,Nepal,Nelson-Pearson,"Hogan, Marshall and Mcpherson (Zimbabwe)",€139.7M,€384K,88.3,80.5,41.4,60.0,86,GK,199cm,Left
151063,Larry Jr.,28,Chad,"Hamilton, Ramos and Hamilton",Premier League (England),€138.7M,€377K,85.8,86.6,21.4,79.6,86,RWB,173cm,Right
478877,D. Goodwin,32,Iran,Mckay-Mendoza,Premier League (England),€143.1M,€379K,89.5,76.4,48.9,53.1,86,GK,167cm,Left
172541,S. Escobar,34,Greece,Coleman and Sons,Park-Alexander (Nepal),€140M,€389K,74.5,88.3,18.2,47.0,85,RWB,198cm,Right
123494,A. Jones,31,Nepal,Knight-Mccormick,Casey-Simmons (Botswana),€134.8M,€374K,91.7,63.5,37.4,41.6,85,CB,200cm,Right
516927,Dennis Jr.,33,Botswana,Dunn LLC,Park-Alexander (Nepal),€142.1M,€364K,91.7,65.1,13.5,61.9,85,CM,150cm,Right
853157,John Jr.,21,Turks and Caicos Islands,Jenkins and Sons,Premier League (England),€138M,€369K,85.3,84.2,43.4,54.4,85,GK,201cm,Left
91490,Buck,32,Nepal,Williams Group,Premier League (England),€134.3M,€368K,92.6,24.9,58.7,61.5,85,CF,206cm,Left
247418,Keith Goodwin,26,Djibouti,Dunn LLC,Park-Alexander (Nepal),€123.5M,€361K,90.4,67.9,19.6,50.2,85,CB,197cm,Right
26706,C. Andrews,28,Greece,May-Johnson,Premier League (England),€126.6M,€390K,92.9,62.0,23.6,11.6,85,CB,194cm,Right
461525,Michael Jr.,28,Chad,Randolph-Ortiz,Ellis-Gross (Turks and Caicos Islands),€133.5M,€361K,76.4,46.3,87.6,63.7,85,LB,182cm,Right
60971,C. Ray,24,Greece,Alvarez-Smith,Premier League (England),€134M,€357K,36.8,92.6,63.6,56.1,85,LWB,155cm,Right
724671,D. Garza,21,Zimbabwe,Mckay-Mendoza,Premier League (England),€119.8M,€352K,88.5,75.0,38.9,16.7,85,CB,169cm,Right
929478,Michael Jr.,33,Nepal,Underwood-Williams,Ellis-Gross (Turks and Caicos Islands),€120.5M,€355K,57.0,87.1,73.3,79.5,85,LWB,206cm,Right
