ID,Name,Age,Nationality,Team,League,Value,Wage,Attacking,Movement,Defending,Goalkeeping,Overall rating,Position,Height,Preferred foot
565661,A. Ross,26,Somalia,Griffin-Tucker,Premier League (England),€194.1M,€494K,81.2,91.1,57.7,43.2,89,LWB,180cm,Left
49686,B. Ochoa,20,Vietnam,Paris Saint Germain,Cook-Conway (Solomon Islands),€188.3M,€479K,77.0,89.5,86.3,24.8,89,ST,179cm,Left
206744,R. Skinner,29,Solomon Islands,"Chapman, Smith and Ortiz","Hicks, Davis and Moses (Brunei Darussalam)",€189.4M,€496K,68.3,91.3,81.2,51.2,89,LWB,178cm,Left
526765,C. Hicks,35,Western Sahara,Paris Saint Germain,Cook-Conway (Solomon Islands),€197.4M,€547K,81.1,51.3,37.8,92.0,89,LW,202cm,Right
503403,D. Johnson,44,Brunei Darussalam,"Hunt, Ortega and Howell",Premier League (England),€249.1M,€457K,71.3,90.2,84.3,56.0,89,LWB,200cm,Left
184238,M. Ruiz,22,Sao Tome and Principe,Garza-Scott,"Peterson, Davenport and Shelton (Pitcairn Islands)",€182.6M,€468K,77.8,91.3,81.2,48.5,89,LWB,193cm,Left
254346,G. Miller,25,Solomon Islands,Armstrong-Owens,"Douglas, Wood and Conley (Brunei Darussalam)",€181.1M,€496K,74.5,28.7,47.0,92.8,88,LW,193cm,Right
148833,J. Bishop,28,Brunei Darussalam,Velazquez Group,Gibson PLC (Somalia),€170.5M,€476K,90.7,80.6,59.0,48.5,88,LWB,191cm,Left
969027,Z. Walton,24,Vietnam,Holmes and Sons,Orozco-Potts (Sao Tome and Principe),€159.1M,€463K,49.5,40.3,79.3,90.7,88,CF,184cm,Right
257661,Nathan Roberts,52,Brunei Darussalam,Paris Saint Germain,Cook-Conway (Solomon Islands),€163.4M,€455K,74.3,92.8,47.1,30.9,88,LWB,207cm,Right
569040,D. Levy,26,Western Sahara,Schroeder Group,Orozco-Potts (Sao Tome and Principe),€174.3M,€448K,43.6,37.5,76.3,91.6,88,CF,163cm,Right
156147,John Meyer,31,Vietnam,Garcia-Rosario,"Peterson, Davenport and Shelton (Pitcairn Islands)",€167.5M,€449K,51.9,11.1,78.4,90.0,87,CF,206cm,Right
304374,E. Martin,30,Brunei Darussalam,Kennedy PLC,Torres Inc (Cameroon),€152.9M,€452K,81.7,74.9,88.5,38.8,87,ST,200cm,Left
559029,D. Gonzalez,30,Vietnam,FC Barcelona,Gibson PLC (Somalia),€151.6M,€442K,39.3,49.4,86.8,86.2,87,CF,191cm,Right
764951,P. Palmer,35,Western Sahara,Grant-Wong,Premier League (England),€159.7M,€446K,78.7,44.1,22.6,89.8,87,LW,204cm,Right
25939,D. Owens,31,Brunei Darussalam,Medina PLC,Premier League (England),€153.5M,€440K,63.1,93.8,46.5,38.9,86,RWB,158cm,Left
779873,M. Harrington,34,Sao Tome and Principe,"Best, Lawson and Patton",Orozco-Potts (Sao Tome and Principe),€133.8M,€421K,59.1,60.4,86.6,84.1,86,RB,177cm,Right
321281,D. Garcia,31,Solomon Islands,Nolan and Sons,Cook-Conway (Solomon Islands),€139.4M,€421K,80.8,60.4,87.6,24.1,86,LWB,177cm,Left
706658,M. Roberts,34,Pitcairn Islands,Robinson PLC,Rogers Ltd (French Polynesia),€155M,€421K,76.9,40.1,35.6,88.4,86,GK,177cm,Left
633343,Jordan,53,Western Sahara,Armstrong-Owens,"Douglas, Wood and Conley (Brunei Darussalam)",€144.8M,€423K,81.6,71.0,86.9,32.0,86,ST,195cm,Left
77186,J. Garcia,52,Sao Tome and Principe,Griffin-Tucker,Premier League (England),€127.2M,€418K,70.9,40.8,34.4,91.5,86,LW,180cm,Right
180402,Steven Dougherty,37,Western Sahara,"Wells, Kelly and Cox",Premier League (England),€128.3M,€414K,60.8,93.3,48.5,43.8,85,LWB,194cm,Right
401639,J. Miller,35,Gibraltar,Baker Inc,Premier League (England),€143.3M,€413K,67.8,90.6,27.7,62.9,85,RWB,170cm,Left
762504,R. Nguyen,29,Australia,Griffin-Tucker,Premier League (England),€120.6M,€421K,22.7,48.7,64.8,92.1,85,CF,172cm,Right
615191,William Lindsey,25,Australia,"Wells, Kelly and Cox",Premier League (England),€116.4M,€405K,76.4,87.7,75.8,21.5,85,ST,192cm,Left
985741,Shannon,21,Brunei Darussalam,Bailey-George,"Douglas, Wood and Conley (Brunei Darussalam)",€129.8M,€412K,41.0,91.2,25.6,66.7,85,RWB,168cm,Left
265359,R. Lawrence,33,Gibraltar,Porter-Barker,Premier League (England),€117.9M,€409K,58.9,93.6,48.9,49.2,85,LWB,208cm,Right
339515,M. Mills,26,French Polynesia,Strickland-Chen,"Peterson, Davenport and Shelton (Pitcairn Islands)",€115.3M,€411K,63.0,92.5,27.8,53.4,85,LWB,200cm,Right
737794,Joshua Hubbard,24,Brunei Darussalam,"Jackson, Brooks and Allen",Orozco-Potts (Sao Tome and Principe),€117.2M,€400K,68.1,88.8,22.3,47.5,84,LWB,201cm,Right
229972,B. Conway,20,Cameroon,"Harvey, Nguyen and Smith",Premier League (England),€114.6M,€392K,59.2,24.7,92.0,40.7,84,RB,210cm,Left
639909,Anthony Jr.,26,Vietnam,"Rose, Romero and Gallegos",Premier League (England),€105.5M,€397K,17.7,42.3,67.7,89.7,84,LB,189cm,Right
534282,John Smith,33,Brunei Darussalam,"Nguyen, Bennett and Peterson",Larson and Sons (Australia),€111M,€397K,30.6,35.9,92.1,58.5,84,RB,160cm,Left
321406,S. Dorsey,29,Vietnam,"Hernandez, Reyes and Woods",Garcia-Cook (Australia),€115.1M,€386K,32.5,42.9,65.0,91.0,84,LB,204cm,Right
321421,Gregory Hamilton,22,Sao Tome and Principe,Baker Inc,Premier League (England),€94.6M,€385K,27.3,60.6,91.1,62.3,84,RB,151cm,Right
862408,Mark Wong,33,French Polynesia,Perez-Hicks,"Douglas, Wood and Conley (Brunei Darussalam)",€94.7M,€416K,57.9,45.0,64.2,91.1,84,CF,208cm,Right
534746,N. Foley,33,Solomon Islands,"Hunt, Ortega and Howell",Premier League (England),€98.1M,€386K,90.3,65.9,56.5,27.6,84,LWB,181cm,Left
158774,T. Ryan,26,Somalia,"Wells, Kelly and Cox",Premier League (England),€85.2M,€379K,62.9,91.6,30.0,41.4,84,RWB,198cm,Left
888315,C. Bailey,20,Cameroon,Hernandez-Adams,Premier League (England),€88.4M,€379K,58.5,42.9,62.1,90.9,84,CF,161cm,Right
3872,A. Martinez,22,Cameroon,Hernandez-Adams,Premier League (England),€79.3M,€382K,63.2,91.6,46.4,25.8,84,LWB,156cm,Right
929577,D. Murray,30,Pitcairn Islands,Baker Inc,Premier League (England),€102.6M,€379K,20.4,57.6,83.9,83.9,84,RM,175cm,Right
877430,R. Henry,45,Pitcairn Islands,Howard and Sons,Premier League (England),€83M,€389K,58.7,39.7,91.5,48.4,83,RB,153cm,Right
713960,K. Lopez,22,Solomon Islands,Campbell-Lopez,"Douglas, Wood and Conley (Brunei Darussalam)",€73.5M,€363K,63.6,84.5,76.6,45.0,83,ST,179cm,Left
788343,Z. Brewer,23,Gibraltar,"Rose, Romero and Gallegos",Premier League (England),€76.4M,€369K,58.4,22.0,53.1,90.7,83,CF,151cm,Right
272480,P. Holmes,26,Somalia,Strickland-Chen,"Peterson, Davenport and Shelton (Pitcairn Islands)",€76M,€375K,75.9,84.9,75.7,15.3,83,ST,185cm,Left
43404,E. Hernandez,54,Vietnam,Garza-Scott,"Peterson, Davenport and Shelton (Pitcairn Islands)",€72.4M,€363K,75.8,65.6,85.3,46.3,83,LWB,201cm,Left
551311,Lewis,28,Somalia,Garza-Scott,"Peterson, Davenport and Shelton (Pitcairn Islands)",€69.5M,€363K,41.1,37.5,82.9,81.8,83,RB,201cm,Right
879139,D. Combs,31,Gibraltar,Nolan and Sons,Cook-Conway (Solomon Islands),€76.1M,€359K,79.7,34.3,84.2,50.3,83,ST,176cm,Right
94101,A. Ramirez,33,Vietnam,Grant-Wong,Premier League (England),€70.4M,€359K,70.4,55.1,38.4,87.4,83,GK,191cm,Left
643091,B. Smith,18,French Polynesia,"Hunt, Ortega and Howell",Premier League (England),€63.8M,€342K,37.3,14.0,87.2,69.4,83,CF,195cm,Right
688724,B. Bailey,35,Solomon Islands,Liverpool,"Douglas, Wood and Conley (Brunei Darussalam)",€73.4M,€358K,57.8,85.7,17.6,72.8,83,RW,208cm,Right
368779,Raymond,24,Solomon Islands,"Rose, Romero and Gallegos",Premier League (England),€61.1M,€347K,82.0,26.8,50.7,81.1,82,LW,209cm,Right
287113,J. Rose,51,Pitcairn Islands,Porter-Barker,Premier League (England),€63.6M,€345K,48.2,92.5,35.9,50.9,82,LWB,204cm,Right
426524,Brian Jr.,28,Vietnam,Johnson-Ray,Premier League (England),€60.9M,€340K,89.3,59.4,54.0,38.4,82,LWB,194cm,Left
230070,R. Orr,49,Vietnam,Strickland-Chen,"Peterson, Davenport and Shelton (Pitcairn Islands)",€52.5M,€339K,36.6,42.1,88.9,59.3,82,RB,151cm,Left
525042,C. Levy,30,Australia,FC Barcelona,Gibson PLC (Somalia),€68.4M,€336K,55.3,22.7,73.3,84.4,82,RB,208cm,Right
803870,J. Thomas,53,Somalia,Armstrong-Owens,"Douglas, Wood and Conley (Brunei Darussalam)",€52.5M,€358K,46.0,42.6,58.7,89.4,82,CF,209cm,Right
705949,A. Aguilar,49,French Polynesia,Foster-Garcia,"Hicks, Davis and Moses (Brunei Darussalam)",€50M,€338K,73.9,85.3,57.2,26.1,82,LWB,188cm,Right
976686,E. Mullins,34,Cameroon,"Chapman, Smith and Ortiz","Hicks, Davis and Moses (Brunei Darussalam)",€52.4M,€325K,84.1,29.2,59.0,77.5,82,RM,158cm,Left
247707,Golden,33,Western Sahara,"Taylor, Palmer and Underwood",Gibson PLC (Somalia),€43.4M,€323K,18.2,60.3,49.0,89.4,82,LB,173cm,Right
190524,J. Fisher,21,French Polynesia,Nolan and Sons,Cook-Conway (Solomon Islands),€47.6M,€314K,26.9,35.4,79.3,83.0,82,CF,156cm,Right
502032,J. Rivera,29,Sao Tome and Principe,Nolan and Sons,Cook-Conway (Solomon Islands),€42.5M,€303K,33.0,51.9,39.2,92.0,82,LB,185cm,Right
551353,L. Collins,26,Gibraltar,Paris Saint Germain,Cook-Conway (Solomon Islands),€36.3M,€304K,83.5,41.1,77.5,32.0,82,ST,196cm,Right
658444,C. Anderson,31,Western Sahara,"Harvey, Nguyen and Smith",Premier League (England),€42.6M,€309K,38.4,90.1,45.9,59.6,82,RWB,204cm,Left
675065,Shawn Jr.,22,Sao Tome and Principe,Hernandez-Adams,Premier League (England),€43.5M,€306K,62.6,43.6,37.1,88.9,82,LW,204cm,Right
273816,J. Atkinson,20,Brunei Darussalam,Perez-Hicks,"Douglas, Wood and Conley (Brunei Darussalam)",€30.4M,€311K,30.9,45.1,89.0,60.2,82,RB,202cm,Right
510575,I. Williams,25,Pitcairn Islands,Manchester United,Rogers Ltd (French Polynesia),€35.3M,€294K,82.0,25.7,32.4,77.4,82,CDM,200cm,Left
90129,C. Harris,30,Sao Tome and Principe,Campbell-Lopez,"Douglas, Wood and Conley (Brunei Darussalam)",€42.8M,€296K,36.8,22.4,91.5,48.4,81,RB,162cm,Right
303125,Steven Jr.,30,Sao Tome and Principe,Rose Group,Garcia-Cook (Australia),€30M,€294K,74.8,37.9,22.5,83.5,81,GK,164cm,Left
270394,L. Perez,20,Cameroon,Maldonado and Sons,Larson and Sons (Australia),€18.7M,€289K,54.2,67.9,84.9,25.3,81,LWB,209cm,Left
516697,R. Graham,33,Pitcairn Islands,Maldonado and Sons,Larson and Sons (Australia),€29.7M,€285K,24.7,41.0,88.3,58.7,81,CF,168cm,Left
762553,Michael Jr.,26,Western Sahara,"Wells, Kelly and Cox",Premier League (England),€19.3M,€280K,55.8,44.0,17.8,89.8,81,LW,182cm,Right
500465,G. Rodgers,25,Cameroon,"Salazar, Moore and Mueller",Larson and Sons (Australia),€16.9M,€303K,61.2,28.4,38.7,87.7,81,LW,184cm,Right
910236,J. Griffin,25,Vietnam,Medina PLC,Premier League (England),€12.5M,€280K,75.1,83.5,42.0,33.6,81,LWB,176cm,Right
337167,T. Thompson,34,Australia,Paris Saint Germain,Cook-Conway (Solomon Islands),€10.1M,€279K,51.1,78.7,81.3,27.3,81,ST,179cm,Left
329022,C. Nicholson,25,Cameroon,Paris Saint Germain,Cook-Conway (Solomon Islands),€22.3M,€293K,43.2,35.6,88.3,59.0,81,RB,167cm,Right
771402,C. Andersen,31,Sao Tome and Principe,Robinson PLC,Rogers Ltd (French Polynesia),€14.3M,€280K,18.3,53.8,40.7,89.4,81,LB,152cm,Right
34222,John Jr.,28,Sao Tome and Principe,Liverpool,"Douglas, Wood and Conley (Brunei Darussalam)",€9.8M,€262K,82.6,36.2,75.7,38.7,81,ST,166cm,Right
124402,J. Gonzales,24,Western Sahara,Ward Group,Premier League (England),€14.8M,€279K,59.4,48.1,77.9,81.7,81,RB,155cm,Right
714358,C. Thomas,25,Somalia,"Salazar, Moore and Mueller",Larson and Sons (Australia),€9.9M,€268K,51.1,87.2,63.8,33.2,81,ST,207cm,Left
34582,J. Ellis,34,Solomon Islands,Campbell-Lopez,"Douglas, Wood and Conley (Brunei Darussalam)",€10M,€251K,22.9,22.1,85.5,68.8,81,CF,201cm,Right
157485,Michael Jr.,21,Gibraltar,"Best, Lawson and Patton",Orozco-Potts (Sao Tome and Principe),€9.8M,€239K,27.4,52.6,82.2,79.2,81,RM,188cm,Right
280377,N. Taylor,25,Vietnam,Velazquez Group,Gibson PLC (Somalia),€9.6M,€238K,69.8,41.0,41.8,85.2,81,LW,186cm,Left
239985,S. Maxwell,30,Western Sahara,Garcia-Rosario,"Peterson, Davenport and Shelton (Pitcairn Islands)",€9.7M,€241K,40.7,83.8,72.4,12.4,81,CAM,172cm,Left
788960,Terry Jr.,24,Sao Tome and Principe,"Wells, Kelly and Cox",Premier League (England),€9.6M,€247K,66.9,61.4,86.0,43.6,81,LWB,159cm,Left
150242,Billy Vazquez,24,Western Sahara,Pope-Ingram,Orozco-Potts (Sao Tome and Principe),€9.4M,€220K,64.7,57.4,85.8,31.0,81,ST,171cm,Left
133957,Robert Jr.,20,French Polynesia,"Best, Lawson and Patton",Orozco-Potts (Sao Tome and Principe),€9.5M,€233K,57.9,10.0,86.6,63.9,81,LB,184cm,Left
19461,J. Berger,31,Sao Tome and Principe,Wilson Ltd,Premier League (England),€9.3M,€232K,84.3,51.0,44.9,72.7,81,LW,175cm,Right
896467,J. Lopez,33,Australia,"Jackson, Brooks and Allen",Orozco-Potts (Sao Tome and Principe),€9.9M,€237K,55.4,42.5,89.7,43.9,81,CF,193cm,Left
224920,Michael Davis,32,Solomon Islands,Bailey-George,"Douglas, Wood and Conley (Brunei Darussalam)",€9.5M,€199K,60.3,80.4,80.9,44.8,81,ST,177cm,Left
437919,S. Clark,26,Brunei Darussalam,"Wells, Kelly and Cox",Premier League (England),€9.3M,€249K,46.2,38.9,89.7,53.7,81,CF,160cm,Left
749252,Matthew Garcia,35,Brunei Darussalam,Howard and Sons,Premier League (England),€9.2M,€203K,54.8,38.7,89.1,54.9,81,RB,179cm,Left
