ID,Name,Age,Nationality,Team,League,Value,Wage,Attacking,Movement,Defending,Goalkeeping,Overall rating,Position,Height,Preferred foot
402374,A. Carpenter,29,Mexico,"Flores, Arroyo and Watkins",Bolton-Ball (Honduras),€249.6M,€495K,88.1,36.2,91.7,58.1,91,CF,165cm,Left
566294,Christian Jr.,18,Palau,Brown-Brooks,"Mendez, Johnson and Fisher (Bouvet Island (Bouvetoya))",€195.9M,€495K,26.8,35.1,82.6,93.5,91,GK,194cm,Left
648686,S. Smith,34,Netherlands Antilles,Conley-Mcgee,"Leonard, Vazquez and Clay (Ukraine)",€193.8M,€548K,79.2,60.6,94.7,71.4,91,CF,177cm,Left
132518,J. Smith,27,Netherlands Antilles,Jenkins and Sons,"Taylor, Harris and Wells (Kuwait)",€197.4M,€497K,33.9,48.4,82.1,93.3,90,GK,203cm,Left
813324,C. Porter,34,United Arab Emirates,Brown-Griffin,Rodriguez-Hill (Cyprus),€191.8M,€492K,47.8,35.7,90.5,87.5,90,LB,156cm,Left
159613,Gillespie,29,Honduras,Franklin and Sons,Tran-Young (United Arab Emirates),€190.2M,€492K,81.7,57.2,92.4,76.1,90,CF,166cm,Left
566364,C. Solomon,41,Sudan,Fischer-Christensen,Bolton-Ball (Honduras),€199.2M,€493K,38.2,76.4,78.8,92.7,89,RM,158cm,Right
708497,Berry,26,Kuwait,Sanchez Inc,"Klein, Frank and Payne (Sudan)",€190.7M,€495K,87.9,53.4,88.8,64.3,89,CF,187cm,Left
672107,W. Edwards,26,Germany,Bailey-Bennett,"Taylor, Harris and Wells (Kuwait)",€189.6M,€489K,62.8,45.0,94.1,68.9,88,CF,191cm,Left
344780,Simmons,20,Belize,"Martinez, Smith and Rivera","Garcia, Harvey and Sims (Bouvet Island (Bouvetoya))",€190.2M,€494K,92.0,74.7,34.3,48.5,88,LW,179cm,Right
9573,J. Stafford,39,Somalia,Paris Saint Germain,Premier League (England),€186.1M,€486K,72.4,43.1,92.6,71.8,88,CF,164cm,Left
2707,S. Walker,27,Palau,Bailey-Bennett,"Taylor, Harris and Wells (Kuwait)",€188.2M,€490K,91.2,78.7,46.0,24.1,88,LW,174cm,Right
723815,S. Kirk,20,Namibia,"Anderson, Crane and Scott",Combs LLC (Belize),€184.5M,€473K,37.5,26.5,78.4,91.1,88,GK,161cm,Left
838736,B. Griffin,26,United Arab Emirates,FC Bayern München,"Poole, Roberts and Boyle (Palau)",€184M,€477K,74.1,65.3,91.4,78.9,88,CF,182cm,Left
9398,T. Rivera,38,Germany,Roman Ltd,Page-Greene (Montenegro),€185M,€480K,94.3,63.8,43.4,39.4,87,LWB,204cm,Right
665349,Moreno,25,Saint Barthelemy,"Martin, Coleman and Adams",Vargas-Greene (Honduras),€187.6M,€477K,86.7,37.2,64.4,86.1,87,RW,201cm,Right
