ID,Name,Age,Nationality,Team,League,Value,Wage,Attacking,Movement,Defending,Goalkeeping,Overall rating,Position,Height,Preferred foot
789250,A. Banks,35,Pitcairn Islands,Donovan-Cochran,Gray Group (Tonga),€188.5M,€483K,85.5,21.6,47.1,93.8,92,CM,153cm,Foot A
241183,S. Harvey,37,Christmas Island,Ochoa Group,Martin Ltd (Equatorial Guinea),€193M,€481K,87.6,37.3,57.2,94.0,92,CM,187cm,Foot C
525579,Guy Coleman,25,Bosnia and Herzegovina,Bryant Ltd,Premier League (England),€196.7M,€478K,87.8,51.4,36.6,86.7,88,CM,181cm,Foot B
501195,R. Duran,28,Northern Mariana Islands,Coleman-Powell,Murphy-Malone (Northern Mariana Islands),€249.4M,€550K,77.1,91.1,40.9,69.3,88,RM,194cm,Foot B
124653,K. Wolfe,20,Gabon,"Lang, Thompson and Barnes","Valenzuela, Wright and Mccoy (Mauritania)",€186.2M,€464K,85.9,88.7,50.0,67.2,88,RM,174cm,Foot A
42825,William Williams,30,Pitcairn Islands,Martin PLC,Bernard PLC (Cyprus),€182.6M,€465K,87.4,88.4,33.0,73.9,88,RM,197cm,Foot A
886986,Perez,51,Cambodia,Davis LLC,Martin Ltd (Equatorial Guinea),€196.4M,€468K,90.6,48.2,25.1,81.4,88,CM,170cm,Foot A
501567,D. Gross,36,Christmas Island,Martinez Inc,Martin Ltd (Equatorial Guinea),€182.8M,€491K,84.9,71.4,36.8,87.7,87,RM,183cm,Foot B
576077,J. Werner,30,Pitcairn Islands,"Campbell, Robinson and Henderson",Murphy-Malone (Northern Mariana Islands),€180.3M,€471K,75.4,39.6,68.1,90.3,87,CAM,178cm,Foot C
508284,J. Silva,25,Bosnia and Herzegovina,Davis LLC,Martin Ltd (Equatorial Guinea),€179.2M,€461K,69.1,91.6,20.0,7.1,86,RW,190cm,Foot B
926393,C. Peterson,24,Mauritania,"Keller, Dean and King",Premier League (England),€179.9M,€450K,68.5,49.4,37.0,92.3,86,CM,205cm,Foot C
264160,Martin,33,Cyprus,Maldonado-Miller,Premier League (England),€178.9M,€449K,82.7,22.2,38.2,87.3,86,LWB,184cm,Foot B
524530,Spencer,22,Cyprus,Obrien PLC,Premier League (England),€182M,€436K,29.8,90.7,54.6,66.9,85,RB,161cm,Foot A
811348,J. Thomas,31,Equatorial Guinea,Davis LLC,Martin Ltd (Equatorial Guinea),€177.4M,€448K,88.6,53.0,54.8,75.6,85,RM,167cm,Foot B
737671,J. Brown,24,Christmas Island,King-Parks,Premier League (England),€171.4M,€439K,66.7,53.0,36.1,91.7,85,RM,171cm,Foot A
443894,Turner,38,Mauritania,King-Parks,Premier League (England),€170.2M,€452K,86.3,28.7,32.3,80.2,85,CM,200cm,Foot B
828952,Mason,25,Pitcairn Islands,"Hale, Shaw and Ramirez",Rodriguez-Ortiz (Northern Mariana Islands),€158M,€412K,58.8,79.7,34.7,86.2,85,RM,168cm,Foot B
706465,R. Leonard,23,Cambodia,FC Barcelona,Murphy-Malone (Northern Mariana Islands),€177.5M,€412K,59.4,37.3,46.8,93.9,85,CM,180cm,Foot A
198770,Tristan Gillespie,35,Cyprus,FC Barcelona,Murphy-Malone (Northern Mariana Islands),€162.9M,€416K,81.0,77.3,54.9,85.8,85,RM,161cm,Foot B
912095,P. Taylor,20,Northern Mariana Islands,Ochoa Group,Martin Ltd (Equatorial Guinea),€169.1M,€430K,71.1,89.4,49.2,71.7,85,RM,210cm,Foot C
756317,R. Williams,26,Cyprus,Manchester United,Premier League (England),€154.9M,€443K,82.9,41.1,35.1,84.9,85,CDM,173cm,Foot B
163889,Joseph Jr.,22,Equatorial Guinea,Yoder LLC,Rodriguez-Ortiz (Northern Mariana Islands),€157.6M,€396K,63.5,91.4,38.0,61.3,84,RM,175cm,Foot B
368979,Brett Martinez,27,Cambodia,"Craig, Sawyer and Young",Bernard PLC (Cyprus),€145.4M,€392K,76.1,86.9,47.7,31.3,84,CF,153cm,Foot A
844945,M. Sims,33,Northern Mariana Islands,Mills-Higgins,Martin Ltd (Equatorial Guinea),€145.3M,€393K,74.1,87.7,35.5,44.3,84,CM,186cm,Foot B
181572,B. Adams,21,Cyprus,Paris Saint Germain,Premier League (England),€141.7M,€387K,62.8,70.0,58.0,88.7,84,RM,186cm,Foot A
771440,W. Ward,25,Northern Mariana Islands,"Campbell, Robinson and Henderson",Murphy-Malone (Northern Mariana Islands),€141.1M,€381K,77.3,75.4,86.2,69.4,84,CB,192cm,Foot C
280970,J. Lee,27,Christmas Island,Martinez Inc,Martin Ltd (Equatorial Guinea),€145.1M,€373K,71.0,27.0,27.8,88.5,84,CM,169cm,Foot B
264625,Brian Hamilton,37,Christmas Island,"Patel, Olson and Perez",Murphy-Malone (Northern Mariana Islands),€169M,€383K,24.2,39.0,81.6,84.6,84,LW,204cm,Foot C
