ID,Name,Age,Nationality,Team,League,Value,Wage,Attacking,Movement,Defending,Goalkeeping,Overall rating,Position,Height,Preferred foot
828404,N. Fernandez,39,Bosnia and Herzegovina,Herrera PLC,Premier League (England),€195.4M,€477K,55.2,68.1,91.1,93.8,93,LM,170cm,Left
371027,R. Gaines,25,Tajikistan,"Williams, Anthony and Bowen",Premier League (England),€194.4M,€471K,61.1,69.4,93.4,91.0,93,LB,192cm,Right
999694,P. Fletcher,25,Spain,Thomas-Kelly,Lee-Harrell (Cook Islands),€195.8M,€538K,39.0,58.5,86.9,93.6,92,LB,157cm,Right
511962,Jonathan Lawrence,26,Turkey,Berger Group,Premier League (England),€248.9M,€482K,26.2,53.9,82.0,94.9,92,ST,151cm,Left
57535,D. Harris,26,Sierra Leone,"Thomas, Mitchell and Miles",Gonzalez-Maxwell (Turkey),€194.2M,€467K,43.1,79.0,64.9,94.7,91,LM,196cm,Left
266216,B. Hodges,32,Turkey,Richard-Thomas,Lee-Harrell (Cook Islands),€196.4M,€461K,32.9,88.4,75.9,92.3,91,LB,206cm,Right
575094,C. Warren,21,Spain,Manchester United,Thompson PLC (Sierra Leone),€188.4M,€468K,34.9,90.3,88.6,57.6,91,CDM,160cm,Right
835710,Zachary Trevino,23,Montenegro,Vargas-Vega,"Gilbert, Fleming and Campbell (Sierra Leone)",€190.7M,€475K,22.6,85.5,91.8,61.2,90,LB,169cm,Right
697648,J. Pacheco,21,Cook Islands,"Little, Craig and Wong",Premier League (England),€185.2M,€454K,58.3,92.4,66.8,83.0,90,LB,157cm,Right
232325,Jeremy Jr.,29,Spain,"Thomas, Mitchell and Miles",Gonzalez-Maxwell (Turkey),€184.6M,€463K,34.0,91.5,84.6,59.5,90,LB,159cm,Right
885020,J. Jacobs,30,Sierra Leone,"Griffin, Walters and Lee",Mathis Inc (Antigua and Barbuda),€187M,€450K,60.1,77.1,93.6,74.2,89,LB,192cm,Right
369320,B. White,38,Tajikistan,Turner Group,Watson-Taylor (Singapore),€183.6M,€454K,37.0,89.8,86.1,55.5,89,LB,198cm,Right
468015,W. Wilson,28,Antigua and Barbuda,Henry-Black,Lewis-Murphy (Bosnia and Herzegovina),€174M,€450K,37.1,38.9,93.8,72.7,89,CF,186cm,Right
