ID,Name,Age,Nationality,Team,League,Value,Wage,Attacking,Movement,Defending,Goalkeeping,Overall rating,Position,Height,Preferred foot
341674,D. Boone,30,Angola,Barnes-Dunn,"Medina, Hawkins and Reeves (Madagascar)",€249.9M,€498K,93.7,52.1,88.7,65.4,92,RB,187cm,Left
241481,A. Moreno,22,Sierra Leone,"Whitney, Smith and Frazier","Hogan, Miller and Miles (Sierra Leone)",€197.1M,€497K,93.7,75.1,84.4,54.2,91,RB,197cm,Left
767188,J. Medina,33,Montenegro,Gill-Joseph,Potts-Wallace (Sudan),€199.5M,€497K,91.7,42.7,88.5,68.8,91,RB,196cm,Left
140447,R. Gilmore,17,Guinea-Bissau,"Sullivan, Smith and Aguilar",Thomas Ltd (Trinidad and Tobago),€197.6M,€550K,87.3,55.0,90.5,74.4,90,RB,177cm,Left
533674,Christopher Miller,26,Latvia,Navarro Ltd,Woodward and Sons (Italy),€199.9M,€493K,78.8,35.0,35.9,93.5,90,LW,162cm,Left
7990,Charles Weber,26,Indonesia,Liverpool,Woodward and Sons (Italy),€196M,€495K,85.9,29.3,68.1,90.2,90,RW,157cm,Left
786796,S. Parker,22,United States Virgin Islands,Kennedy Ltd,Bennett and Sons (Grenada),€196.9M,€498K,90.4,66.4,86.0,58.2,89,RB,176cm,Left
262932,Rodriguez,33,Guinea-Bissau,"Austin, Thomas and Kline",Thomas Ltd (Trinidad and Tobago),€196M,€496K,40.4,71.5,94.4,31.8,89,RWB,194cm,Left
985553,L. King,31,Jordan,"Chapman, Yates and Ingram",Premier League (England),€195M,€490K,23.6,84.6,89.9,50.0,89,ST,174cm,Left
330541,Turner,20,Italy,Jones-Richardson,Phillips-Reid (Myanmar),€195.9M,€493K,78.6,42.4,36.5,93.1,89,LW,173cm,Left
789829,T. Kim,34,Italy,Allen LLC,"Booker, Watson and Abbott (United Kingdom)",€195.3M,€497K,73.8,69.1,43.4,93.5,89,LW,181cm,Left
594044,R. Pearson,20,Madagascar,Robinson PLC,Brown PLC (Guadeloupe),€196.4M,€491K,85.6,27.8,63.8,89.9,89,CDM,191cm,Left
530280,Christopher Mendez,23,Congo,"Allen, Fields and May",Day Group (Tonga),€195.3M,€492K,94.0,63.9,72.6,38.1,89,RB,198cm,Left
661903,Ricardo Jr.,22,Nigeria,Moore Group,Smith-Murphy (Dominican Republic),€194.8M,€488K,88.7,59.4,88.7,62.1,89,RB,200cm,Left
858681,N. West,35,Congo,Gomez-Hernandez,Zimmerman-Kramer (Peru),€194.1M,€488K,33.5,89.6,86.9,41.8,89,ST,174cm,Left
302819,Robert Jr.,25,Grenada,Soto-Clark,Guzman Group (Myanmar),€194.3M,€487K,39.3,89.0,89.6,46.9,89,ST,207cm,Left
205089,K. Payne,30,Palau,"Whitney, Smith and Frazier","Hogan, Miller and Miles (Sierra Leone)",€193.6M,€484K,85.7,56.1,90.1,61.1,89,RB,196cm,Left
960277,C. Dennis,24,Jordan,"Caldwell, Medina and Dean",Bennett and Sons (Grenada),€192.4M,€485K,93.9,61.8,72.5,63.7,89,RB,195cm,Left
340013,D. Cole,28,Germany,Bates LLC,Premier League (England),€194.6M,€485K,83.8,64.5,90.4,52.3,89,RB,173cm,Left
179550,E. Wilson,30,Peru,"Baker, Stephenson and Jimenez",Pena Ltd (Swaziland),€192.3M,€488K,90.4,40.2,84.8,48.4,89,RB,160cm,Left
100129,M. Foley,29,Panama,Mills-Hunt,Duncan-Mclaughlin (Swaziland),€191.9M,€484K,88.1,65.9,87.8,56.9,88,RB,166cm,Left
496285,S. Nielsen,21,Svalbard & Jan Mayen Islands,Ray-Larson,"Griffin, Jones and Li (Peru)",€192.9M,€484K,70.5,39.8,47.4,94.3,88,LW,198cm,Left
529683,Cox,28,Honduras,Morris LLC,"Medina, Hawkins and Reeves (Madagascar)",€191.8M,€484K,50.8,90.1,51.8,80.9,88,CF,161cm,Right
957257,D. King,29,Central African Republic,Campbell-Maldonado,Duncan-Mclaughlin (Swaziland),€191.6M,€484K,38.4,89.2,84.5,60.9,88,ST,170cm,Left
892363,William Collier,35,Vanuatu,"Wood, Gibson and Robbins",Premier League (England),€191.4M,€481K,29.0,70.9,94.1,33.1,88,RWB,185cm,Left
991583,M. Perez,27,Jordan,"King, Mosley and Schultz",Thomas Inc (Guatemala),€191.6M,€479K,79.3,34.4,63.7,90.8,88,LW,182cm,Left
434684,C. Michael,26,Italy,Martinez-Atkinson,"Perez, Romero and Carr (Cape Verde)",€192.1M,€482K,83.2,39.1,47.1,90.0,88,CAM,163cm,Left
566131,K. Lopez,50,Swaziland,Gill-Joseph,Potts-Wallace (Sudan),€191.4M,€478K,86.3,36.4,88.9,69.1,88,RB,191cm,Left
960634,Baker,24,Dominica,"Roman, Sims and Duran",Woods-Baker (Thailand),€190.8M,€474K,90.4,40.7,78.8,58.7,88,RB,196cm,Left
10439,Michael Oneill,20,Thailand,"Salazar, Russell and Baker",Hubbard-Alexander (Monaco),€191.4M,€482K,77.9,45.0,66.7,91.4,88,CF,163cm,Left
928096,Mendez,23,Montenegro,"Jones, Chang and Humphrey",Woodward and Sons (Italy),€191.1M,€477K,82.5,33.9,38.3,89.2,88,CAM,160cm,Left
502180,E. Gray,33,Central African Republic,"Smith, Mclaughlin and Howard",Zhang LLC (Georgia),€191.2M,€473K,32.1,62.5,94.7,66.6,88,RWB,186cm,Left
273264,Justin Waller,27,Guatemala,Perkins Group,"Medina, Hawkins and Reeves (Madagascar)",€190.2M,€472K,81.8,42.9,90.7,52.5,88,RB,155cm,Left
240560,M. Fleming,31,South Africa,"Davis, Little and Gomez",Hubbard-Alexander (Monaco),€190.7M,€473K,52.2,89.4,82.7,36.6,88,ST,197cm,Left
998558,K. Kirk,32,Germany,Campbell-Maldonado,Duncan-Mclaughlin (Swaziland),€190.1M,€474K,81.9,38.5,37.8,89.7,88,CAM,202cm,Left
460224,Young,21,Congo,"Ryan, Leach and Lee",Hernandez PLC (Congo),€191.4M,€473K,62.9,55.6,94.8,56.4,87,RWB,175cm,Left
919436,Danny Smith,27,Trinidad and Tobago,"Murphy, Marks and Smith",Rodriguez-Kim (Iran),€188.9M,€470K,68.4,67.7,38.7,92.6,87,LW,161cm,Left
657899,Mark Pacheco,20,Niue,"Guerrero, Dixon and Campbell",Mckee-Bowen (Iran),€190.7M,€470K,90.4,63.9,75.1,73.1,87,RB,189cm,Left
953220,W. Smith,35,Italy,Hood LLC,Hernandez PLC (Congo),€189.6M,€470K,55.7,89.0,52.3,81.4,87,CF,176cm,Right
691166,H. Kane,21,Panama,Mayer Group,Premier League (England),€189M,€472K,74.6,65.6,38.8,91.0,87,LW,170cm,Left
659175,Michael Johnson,32,Panama,Hendricks-Blackburn,"Griffin, Jones and Li (Peru)",€188.7M,€469K,52.4,79.7,89.8,34.7,87,ST,203cm,Left
823892,David Shepherd,20,Congo,"Cunningham, Jensen and Rivera",Powers-Morales (Iran),€189.1M,€471K,83.3,60.3,88.1,53.6,87,RB,178cm,Left
399565,Patrick Jr.,22,Thailand,Carpenter and Sons,"Gonzales, Mckinney and Burke (Indonesia)",€188.4M,€469K,92.7,59.8,53.7,68.7,87,RB,167cm,Left
596239,J. Mayo,31,Germany,Robles-Johnson,Duncan-Mclaughlin (Swaziland),€188.8M,€467K,87.2,60.1,87.5,67.0,87,RB,165cm,Left
892323,J. Gomez,34,Trinidad and Tobago,Berry Group,Zimmerman-Kramer (Peru),€186.9M,€470K,93.9,62.8,67.8,43.8,87,RB,192cm,Left
106309,C. Walker,50,South Africa,Bennett-Rodriguez,Zimmerman-Kramer (Peru),€187.4M,€463K,67.8,51.9,40.3,93.6,87,LW,168cm,Left
8304,C. Carter,22,Guinea-Bissau,"Sweeney, Miller and Coleman",Kim-Meyer (Peru),€185.7M,€461K,13.8,80.9,88.6,35.7,87,ST,167cm,Left
8923,N. Hill,33,Kenya,Compton-Wood,Cantrell-Willis (Indonesia),€188.7M,€462K,77.6,43.5,40.6,89.5,87,CAM,180cm,Left
206403,James Jr.,28,Guinea-Bissau,Barnes-Dunn,"Medina, Hawkins and Reeves (Madagascar)",€183.8M,€461K,60.3,87.9,32.6,84.9,87,CF,176cm,Right
632672,G. Davis,34,Congo,Robinson Group,"Tran, Park and Williams (Montenegro)",€184.7M,€460K,75.2,19.1,68.9,90.9,87,CDM,160cm,Left
895061,B. Barnes,24,Bermuda,"Cunningham, Jensen and Rivera",Powers-Morales (Iran),€184.2M,€464K,92.3,49.3,65.8,69.2,87,RB,158cm,Left
600980,White,23,Vietnam,Howe-Conner,"Martinez, Steele and Gillespie (Holy See (Vatican City State))",€184.9M,€456K,17.4,84.7,87.3,42.9,87,ST,210cm,Left
45377,J. Nguyen,21,Dominica,Hicks Inc,Premier League (England),€183.4M,€455K,39.1,23.3,78.8,90.3,87,CF,182cm,Left
341424,Donald Jr.,23,Jordan,Ray-Larson,"Griffin, Jones and Li (Peru)",€182.9M,€455K,79.3,66.5,89.0,53.0,87,RB,209cm,Left
800877,Crawford,22,Palau,Robles-Johnson,Duncan-Mclaughlin (Swaziland),€183.4M,€459K,76.8,30.4,56.5,90.2,87,CDM,173cm,Left
145634,J. Garcia,30,Grenada,"Humphrey, Martin and Abbott",Zamora PLC (Vanuatu),€186.5M,€454K,91.4,48.2,75.3,43.6,87,RB,162cm,Left
295036,N. Medina,25,Azerbaijan,"Smith, Campbell and Perry",Bennett and Sons (Grenada),€181.9M,€452K,60.5,45.5,92.8,65.5,86,ST,177cm,Right
885878,S. Stark,43,Honduras,"Harper, Ramirez and Mcgee",Durham-Anderson (Angola),€182.7M,€452K,90.9,55.5,70.4,56.6,86,RB,162cm,Left
723554,Jose Lang,34,Vanuatu,Carpenter and Sons,"Gonzales, Mckinney and Burke (Indonesia)",€182.2M,€454K,56.4,90.3,43.4,73.7,86,CF,195cm,Right
560032,M. Roberts,32,Germany,Lopez-Doyle,"Scott, Lee and Medina (Guatemala)",€183.4M,€454K,33.7,66.7,92.4,60.9,86,ST,185cm,Right
297922,J. Hernandez,16,Panama,Bradley LLC,Kim-Meyer (Peru),€180.7M,€452K,71.7,24.5,26.3,90.5,86,CAM,168cm,Left
888766,J. Edwards,54,Niue,"Brown, Collier and Riley",Duncan-Mclaughlin (Swaziland),€181.4M,€455K,21.3,88.4,78.6,38.4,86,ST,152cm,Left
692509,West,34,Svalbard & Jan Mayen Islands,"Delgado, Wood and Barry",Butler Ltd (Monaco),€181.6M,€452K,91.3,49.8,68.4,57.3,86,RB,151cm,Left
660016,P. King,32,Congo,"Chen, Tyler and Underwood",Pena Ltd (Swaziland),€182.6M,€451K,85.1,46.0,33.4,85.7,86,CDM,168cm,Left
594502,J. Juarez,35,Myanmar,Ferguson LLC,"Hogan, Miller and Miles (Sierra Leone)",€179.3M,€450K,90.5,70.7,67.7,57.3,86,RB,167cm,Left
661462,G. Brown,35,Austria,Fernandez-Rodriguez,"Porter, Harper and Johnson (Dominica)",€179.5M,€450K,93.8,51.4,61.4,54.3,86,RB,189cm,Left
596744,David Jr.,28,Vietnam,Gonzalez-Orozco,Chandler-Rios (Swaziland),€179.5M,€450K,23.9,83.9,86.8,56.4,86,ST,183cm,Left
957226,G. Kerr,35,Myanmar,Barnett-Reyes,"Johnson, Powers and Shaw (Angola)",€180.2M,€451K,61.8,46.0,94.0,45.9,86,RWB,195cm,Left
269594,M. Bell,20,Tonga,"Potter, Allen and Howard",Premier League (England),€181.6M,€447K,63.8,65.9,92.2,28.1,86,RWB,199cm,Left
