ID,Name,Age,Nationality,Team,League,Value,Wage,Attacking,Movement,Defending,Goalkeeping,Overall rating,Position,Height,Preferred foot
493031,S. Simmons,24,Congo,Hughes-Sweeney,"Powell, Freeman and Rich (Gabon)",€193.9M,€493K,88.9,17.2,92.3,65.0,91,RB,162cm,Right
346545,G. Gomez,26,Ukraine,Sherman PLC,Santana-Thomas (Aruba),€194.3M,€494K,92.3,55.7,72.8,88.9,91,ST,190cm,Left
208011,Sean Jr.,25,Gabon,Taylor-Patel,Chase-Lee (Mexico),€244.5M,€549K,92.0,51.7,48.5,82.6,90,ST,186cm,Left
479116,Johnson,25,Isle of Man,Flores Group,Premier League (England),€192M,€497K,94.8,70.3,76.9,51.0,90,ST,151cm,Left
115986,David Sanchez,23,Egypt,Davis Inc,Chase-Lee (Mexico),€186.6M,€495K,93.1,50.0,76.8,75.7,89,ST,153cm,Left
935192,P. Edwards,25,Benin,"Henderson, Anderson and Figueroa",Premier League (England),€189.6M,€484K,91.3,75.0,60.7,83.7,89,ST,197cm,Left
861524,J. Robertson,25,Gabon,Rivera LLC,Chase-Lee (Mexico),€185.6M,€487K,84.1,7.8,90.3,51.4,89,RB,181cm,Right
1790,D. Young,34,Serbia,"Roberts, Martinez and Rogers",Williams-Walsh (Chad),€191.9M,€488K,63.9,45.9,91.8,80.3,89,RB,173cm,Right
551916,M. Hess,22,Sweden,Evans and Sons,"Bowman, Watts and Braun (Austria)",€181.9M,€483K,77.3,86.6,56.6,89.7,89,CDM,183cm,Left
970554,Wood,27,Sierra Leone,"Monroe, Salazar and Holt","Barber, Weaver and Blankenship (Egypt)",€183.9M,€482K,92.3,78.0,68.5,50.9,89,ST,163cm,Left
746016,B. Gray,35,Serbia,Davis and Sons,Ramos Inc (Yemen),€182M,€479K,32.9,71.0,94.0,37.3,88,LM,190cm,Right
9554,J. Mitchell,24,Palestinian Territory,Davis and Sons,Ramos Inc (Yemen),€190.7M,€482K,73.9,83.1,48.1,90.0,88,CDM,175cm,Left
763274,Ralph Jr.,32,Brunei Darussalam,Blevins-White,Webb-Lopez (Sweden),€181.8M,€477K,86.7,63.3,39.3,88.4,88,ST,169cm,Left
239228,K. Collins,30,Sierra Leone,"Briggs, Carter and Bailey","Williamson, Thomas and Fritz (Serbia)",€181.5M,€464K,86.5,24.2,88.8,71.7,88,RB,159cm,Right
879128,M. Owens,21,Benin,"Juarez, Casey and Lewis",Santana-Thomas (Aruba),€181.6M,€465K,49.5,46.6,75.3,92.5,88,CF,197cm,Right
453649,J. Miranda,29,Malta,Rivera LLC,Chase-Lee (Mexico),€183.4M,€483K,91.8,41.7,77.8,23.5,88,CB,169cm,Left
667016,Allen Bowman,30,Spain,"Romero, Thomas and Curry",Premier League (England),€177.8M,€463K,89.3,79.0,38.5,83.3,88,ST,201cm,Left
626301,A. Hinton,22,Mexico,Phillips PLC,"Powell, Freeman and Rich (Gabon)",€178.9M,€455K,89.8,8.6,82.8,70.2,88,RB,171cm,Right
467131,B. Hickman,21,Chad,"Clarke, Martin and Thompson","Neal, Richardson and Gutierrez (Brunei Darussalam)",€174M,€462K,88.9,41.3,80.4,57.3,87,RWB,210cm,Right
377204,Mike Jr.,20,Bosnia and Herzegovina,Montgomery-Cameron,Chase-Lee (Mexico),€180M,€478K,91.4,75.1,72.9,73.4,87,ST,182cm,Left
836464,William Steele,32,Sierra Leone,Paris Saint Germain,"Taylor, Kelley and Holloway (Palestinian Territory)",€171.2M,€447K,70.1,30.9,92.8,66.7,87,RB,205cm,Right
672780,C. Miller,30,Qatar,"Cruz, Rose and Rodriguez","Bowman, Watts and Braun (Austria)",€173.9M,€446K,81.5,53.2,88.6,26.0,87,LM,158cm,Left
492609,J. Martin,25,Spain,Rivera LLC,Chase-Lee (Mexico),€172.3M,€444K,89.0,52.7,81.2,8.1,87,CB,208cm,Left
165088,C. Mills,21,Congo,"Knight, Waller and Fleming",Stewart Group (Aruba),€171.5M,€460K,89.7,54.2,79.5,22.6,87,RWB,174cm,Right
771432,J. Page,35,Palestinian Territory,Davis-Griffin,"Robertson, Bailey and Turner (Gabon)",€172.7M,€435K,91.9,67.4,73.0,73.2,87,ST,196cm,Left
173662,T. Spencer,34,Congo,"Romero, Thomas and Curry",Premier League (England),€169.4M,€437K,74.8,34.5,91.6,29.7,87,LB,174cm,Left
550649,B. Brown,29,Aruba,Bailey-Conway,Rocha-Cochran (Brunei Darussalam),€168.2M,€441K,77.6,87.7,39.2,86.1,87,CDM,174cm,Left
10030,D. Myers,27,Yemen,"Walker, Raymond and Carter",Williams-Walsh (Chad),€168.8M,€442K,87.0,8.7,62.1,85.5,87,RB,182cm,Right
288720,D. Matthews,33,Ukraine,Oconnor Ltd,Santana-Thomas (Aruba),€162.6M,€436K,93.2,69.2,67.2,54.0,87,ST,176cm,Left
10221,J. Ramos,21,Egypt,Miller-Robinson,Premier League (England),€167.8M,€426K,53.7,66.9,80.8,89.4,87,CF,174cm,Right
584270,G. Allen,29,Ukraine,Davis Inc,Chase-Lee (Mexico),€163.5M,€422K,91.3,44.7,75.7,35.9,87,CB,153cm,Left
290360,A. Smith,22,Malta,Romero Ltd,"Taylor, Kelley and Holloway (Palestinian Territory)",€170.1M,€420K,63.6,37.4,91.8,73.0,87,RB,175cm,Right
