ID,Name,Age,Nationality,Team,League,Value,Wage,Attacking,Movement,Defending,Goalkeeping,Overall rating,Position,Height,Preferred foot
380002,S. Duncan,23,Paraguay,Manchester United,Santos-Carroll (Kiribati),€184.7M,€511K,17.3,76.3,62.1,94.5,91,CDM,179cm,Right
147657,R. Doyle,53,Kiribati,FC Barcelona,Premier League (England),€165.1M,€259K,39.2,90.1,81.4,44.6,88,CB,187cm,Left
571010,D. Estrada,24,Paraguay,FC Bayern München,Premier League (England),€241.2M,€458K,64.3,55.9,91.7,71.0,87,GK,178cm,Left
119907,Carl Pacheco,25,Paraguay,FC Bayern München,Premier League (England),€136.6M,€262K,79.3,68.6,87.5,73.2,85,GK,194cm,Left
425631,M. Collins,26,Kiribati,FC Barcelona,Premier League (England),€57.2M,€100K,76.8,64.6,87.6,66.6,85,GK,171cm,Left
975045,M. Scott,20,Kiribati,Liverpool,Santos-Carroll (Kiribati),€9.7M,€126K,52.6,76.2,86.9,68.5,85,RW,156cm,Right
323114,W. Walsh,29,Kiribati,Paris Saint Germain,Santos-Carroll (Kiribati),€60.6M,€283K,34.9,65.7,90.3,53.6,84,LM,210cm,Right
832103,C. Brown,23,Paraguay,FC Barcelona,Premier League (England),€27.2M,€163K,87.6,70.6,72.6,42.0,84,RWB,160cm,Left
977018,M. Richardson,30,Paraguay,Paris Saint Germain,Santos-Carroll (Kiribati),€190.5M,€91K,66.7,32.3,89.8,40.3,84,CAM,184cm,Right
315911,K. Webb,29,Paraguay,Liverpool,Santos-Carroll (Kiribati),€9.7M,€94K,81.4,55.6,80.8,62.8,81,GK,165cm,Left
992366,M. Morgan,25,Kiribati,FC Barcelona,Premier League (England),€8.5M,€97K,51.5,37.7,43.2,90.8,81,CF,163cm,Right
469711,Gaines,23,Paraguay,Manchester United,Santos-Carroll (Kiribati),€8.6M,€254K,67.6,11.4,86.0,18.2,81,CAM,187cm,Right
637459,A. Golden,21,Paraguay,Paris Saint Germain,Santos-Carroll (Kiribati),€7.4M,€90K,17.9,92.8,28.0,40.1,80,LWB,166cm,Left
548884,C. Fleming,26,Kiribati,FC Bayern München,Premier League (England),€8.6M,€87K,8.7,83.1,40.9,69.4,80,RWB,192cm,Right
891936,R. Howard,22,Kiribati,Mckenzie-Mendoza,Santos-Carroll (Kiribati),€8M,€91K,81.4,63.3,76.8,73.7,80,GK,201cm,Left
806081,S. Castro,30,Paraguay,Manchester United,Santos-Carroll (Kiribati),€7.1M,€84K,72.0,80.8,20.0,41.4,79,RB,210cm,Left
180824,Stephen Jr.,29,Paraguay,FC Barcelona,Premier League (England),€6.4M,€91K,46.1,51.8,76.5,78.2,78,ST,152cm,Right
425054,Bailey,35,Kiribati,FC Bayern München,Premier League (England),€6.8M,€83K,65.4,81.8,59.4,46.3,78,RM,185cm,Left
891494,J. Bishop,23,Paraguay,FC Bayern München,Premier League (England),€7.2M,€82K,48.5,47.9,26.2,87.4,78,CDM,154cm,Left
203369,Stephen Jr.,26,Paraguay,Liverpool,Santos-Carroll (Kiribati),€7.1M,€81K,74.1,28.9,37.4,78.8,78,CF,162cm,Right
880792,J. Hubbard,20,Paraguay,FC Bayern München,Premier League (England),€5.1M,€83K,77.1,75.6,29.9,52.6,77,RB,155cm,Left
343727,P. Rodriguez,31,Paraguay,FC Bayern München,Premier League (England),€5.4M,€76K,61.1,77.5,75.9,47.3,77,LM,161cm,Right
708312,J. Shepard,33,Paraguay,Manchester United,Santos-Carroll (Kiribati),€4.1M,€79K,85.1,29.5,37.8,51.5,77,LW,169cm,Right
607843,Michael Jr.,35,Kiribati,Liverpool,Santos-Carroll (Kiribati),€3.1M,€75K,55.5,14.0,82.8,10.1,76,CAM,153cm,Right
218754,A. Larson,18,Paraguay,Liverpool,Santos-Carroll (Kiribati),€981K,€74K,42.4,25.2,17.1,87.4,76,RW,170cm,Right
66721,S. Hunter,45,Kiribati,Mckenzie-Mendoza,Santos-Carroll (Kiribati),€1.5M,€75K,60.5,81.6,30.3,28.4,76,RB,188cm,Left
550596,Travis Jr.,20,Kiribati,FC Bayern München,Premier League (England),€995K,€73K,77.1,68.0,70.7,71.6,76,ST,179cm,Right
464103,N. Robinson,26,Kiribati,FC Barcelona,Premier League (England),€5.4M,€74K,28.8,80.2,63.1,63.8,76,RWB,151cm,Right
890402,A. Ellis,23,Paraguay,Paris Saint Germain,Santos-Carroll (Kiribati),€972K,€66K,75.4,37.6,59.3,73.2,75,CF,207cm,Right
719483,Rodriguez,30,Kiribati,Manchester United,Santos-Carroll (Kiribati),€976K,€66K,51.3,32.3,82.9,36.3,75,CAM,166cm,Right
