ID,Name,Age,Nationality,Team,League,Value,Wage,Attacking,Movement,Defending,Goalkeeping,Overall rating,Position,Height,Preferred foot
984116,R. Robinson,24,Japan,"Brown, Gordon and Richardson",Morales-Marks (Norfolk Island),€188.1M,€480K,85.4,89.7,72.3,23.5,89,CM,198cm,Right
540720,C. Howard,25,Uganda,Martin Group,Premier League (England),€194.7M,€470K,71.9,93.8,63.8,39.6,88,CM,155cm,Right
131327,J. Jennings,25,Montenegro,Mason Inc,Premier League (England),€186.6M,€466K,47.7,83.3,35.1,89.6,88,ST,157cm,Right
909381,William Leblanc,34,Svalbard & Jan Mayen Islands,Liverpool,Premier League (England),€187.4M,€467K,49.6,93.4,67.5,26.8,88,RW,187cm,Right
223686,B. Barajas,29,Svalbard & Jan Mayen Islands,Berry Inc,Premier League (England),€181.7M,€436K,84.2,88.0,60.2,21.3,87,CM,210cm,Right
519228,K. Stevens,24,Uganda,"Ruiz, Brown and Martin",Premier League (England),€185.2M,€549K,80.6,89.0,60.3,36.0,87,CM,154cm,Right
771291,Eric Jr.,21,Turkey,"Scott, Ramos and Nelson",Kennedy-Novak (Japan),€183.8M,€462K,78.6,41.1,45.8,89.0,86,LB,184cm,Left
517750,J. Shah,23,Japan,"Brown, Gordon and Richardson",Morales-Marks (Norfolk Island),€181.1M,€440K,81.4,85.6,85.7,33.6,86,CM,206cm,Right
690348,A. Moore,24,Uganda,Ortiz-Jones,Morales-Marks (Norfolk Island),€172.2M,€446K,88.3,67.6,46.3,77.1,86,CB,191cm,Left
3227,C. Schneider,34,Cook Islands,Berry Inc,Premier League (England),€245.8M,€427K,64.3,93.2,61.7,26.6,86,CM,166cm,Right
126234,Parker,30,Norfolk Island,"Ruiz, Brown and Martin",Premier League (England),€164.4M,€429K,50.3,85.6,85.5,36.8,86,CM,210cm,Right
774091,E. Gill,23,Uganda,Kemp-Fischer,"Robinson, Mcgee and Thomas (Uganda)",€179.3M,€429K,64.8,52.1,70.2,90.7,86,LB,210cm,Left
370603,L. Fisher,33,Bermuda,Gutierrez Ltd,"Rodgers, Freeman and Smith (Montenegro)",€161.9M,€404K,70.0,53.3,80.6,87.1,85,LB,159cm,Left
281133,J. Williams,27,Cook Islands,"Phelps, Acosta and Evans",Premier League (England),€163.8M,€405K,51.5,72.3,79.6,87.0,85,LB,182cm,Left
338786,M. Rowe,54,Bermuda,"Logan, Mcfarland and Davis","Rodgers, Freeman and Smith (Montenegro)",€161.5M,€423K,88.8,47.0,65.0,73.2,85,CB,158cm,Left
339797,J. Gomez,33,Cook Islands,"Price, Brandt and Schmidt",Wade-Wheeler (Japan),€166.7M,€414K,63.0,90.7,68.7,57.5,85,CAM,165cm,Left
581975,Daniel Jr.,27,Norfolk Island,Ortiz-Jones,Morales-Marks (Norfolk Island),€160.8M,€395K,43.6,15.1,92.0,60.5,84,CDM,179cm,Right
969355,B. Newton,21,Turkey,Garcia Inc,Pena Inc (Japan),€159.1M,€409K,85.2,80.4,79.6,32.3,84,CM,162cm,Right
674664,J. Odom,25,Svalbard & Jan Mayen Islands,Garcia Inc,Pena Inc (Japan),€160.8M,€392K,57.4,14.3,54.3,93.3,84,GK,155cm,Left
76709,Austin Jones,32,Bermuda,Simmons-Smith,Rhodes-Hunter (Uganda),€156.1M,€398K,63.9,74.4,87.1,54.5,84,RWB,208cm,Right
352263,Lee,23,Turks and Caicos Islands,Berry Inc,Premier League (England),€160.4M,€377K,75.0,85.2,28.3,26.3,83,LW,168cm,Right
811943,A. Sanchez,17,Turkey,"Brown, Gordon and Richardson",Morales-Marks (Norfolk Island),€150.9M,€379K,75.2,85.1,29.8,52.6,83,LW,160cm,Right
549812,C. Hicks,26,Montenegro,Garcia Inc,Pena Inc (Japan),€152.6M,€390K,35.6,79.6,84.2,54.5,83,RB,209cm,Left
844846,M. Sanchez,34,Bermuda,Perez-Torres,Premier League (England),€148M,€380K,86.3,74.7,60.0,29.7,83,CM,200cm,Right
926833,Patrick Lee,15,Norfolk Island,Paris Saint Germain,Premier League (England),€141.7M,€403K,57.2,51.7,80.7,83.9,83,LB,197cm,Left
550131,D. Carter,34,Cook Islands,Perez-Torres,Premier League (England),€138.4M,€339K,38.6,91.8,55.8,36.7,83,LW,189cm,Right
247754,D. Mora,49,Norfolk Island,Simmons-Smith,Rhodes-Hunter (Uganda),€145.9M,€367K,48.1,72.8,86.5,54.7,83,RWB,182cm,Right
51234,J. Schmidt,34,Svalbard & Jan Mayen Islands,Gutierrez Ltd,"Rodgers, Freeman and Smith (Montenegro)",€143.7M,€368K,26.9,41.9,53.1,93.0,83,GK,159cm,Left
445046,K. Herring,33,Uganda,Paris Saint Germain,Premier League (England),€136.5M,€344K,51.3,8.9,73.5,85.6,83,CDM,169cm,Left
862844,J. Mcdowell,21,Norfolk Island,Gaines-Copeland,Premier League (England),€155.9M,€327K,22.1,86.8,57.6,71.1,83,CAM,210cm,Right
617232,J. King,30,Japan,Garcia Inc,Pena Inc (Japan),€136.9M,€337K,77.2,74.7,67.1,85.1,83,LB,169cm,Left
560504,J. Gallagher,31,Turks and Caicos Islands,Garcia Inc,Pena Inc (Japan),€135.3M,€337K,43.5,69.3,87.5,39.5,83,RWB,210cm,Right
716363,Michael Gates,17,Mali,"Phelps, Acosta and Evans",Premier League (England),€131.9M,€323K,68.8,56.5,82.0,83.8,83,LB,180cm,Left
773728,P. Clark,34,Uganda,Giles PLC,Travis-Alvarez (Mali),€132.5M,€327K,84.2,34.5,17.8,78.4,83,GK,184cm,Right
32971,Jeff Stewart,24,Japan,"Nelson, Martin and Tapia",Pena Inc (Japan),€131M,€301K,23.8,86.6,61.4,68.4,82,CAM,153cm,Right
131582,A. Combs,32,Uganda,Giles PLC,Travis-Alvarez (Mali),€131.2M,€314K,60.3,50.0,89.0,28.3,82,CDM,152cm,Right
918423,D. Mccall,23,Namibia,Wright-Bailey,Wade-Wheeler (Japan),€123.1M,€279K,86.3,62.2,56.5,69.4,82,CB,160cm,Left
550016,Sweeney,28,Mali,"Price, Brandt and Schmidt",Wade-Wheeler (Japan),€124.7M,€338K,34.6,90.1,49.6,58.8,82,CAM,183cm,Left
583054,David Clayton,27,Namibia,Jordan-Nguyen,Premier League (England),€124.2M,€281K,46.8,91.0,55.7,45.3,82,CAM,203cm,Left
247417,M. Downs,21,Turkey,Berry Inc,Premier League (England),€132.7M,€293K,37.0,83.6,36.4,78.4,82,ST,187cm,Right
861921,B. Williams,35,Bermuda,Liverpool,Premier League (England),€116.4M,€266K,51.4,91.2,55.5,42.2,82,CAM,159cm,Left
379101,M. Jordan,22,Svalbard & Jan Mayen Islands,Spencer-Hughes,Rhodes-Hunter (Uganda),€113.7M,€279K,31.1,16.4,55.8,91.0,82,GK,186cm,Left
715169,J. Martin,20,Namibia,Torres-Stevens,"Haley, Castillo and Monroe (Uganda)",€121.2M,€268K,87.5,61.5,67.5,33.6,82,LB,158cm,Right
830000,A. Chandler,23,Cook Islands,Kim LLC,Premier League (England),€122.4M,€265K,67.5,87.3,65.5,26.2,82,CM,164cm,Right
887470,B. Donaldson,22,Mali,Thompson Group,Premier League (England),€111.6M,€259K,78.8,34.1,83.6,64.9,82,CDM,178cm,Left
109456,K. Hill,23,Mali,Briggs LLC,"Howard, Cohen and Patton (Japan)",€108.7M,€262K,43.7,90.2,55.2,56.1,82,LW,164cm,Right
871335,Garrett Boyd,31,Svalbard & Jan Mayen Islands,Jordan-Nguyen,Premier League (England),€110.5M,€256K,39.4,39.3,51.6,92.4,82,GK,189cm,Left
