ID,Name,Age,Nationality,Team,League,Value,Wage,Attacking,Movement,Defending,Goalkeeping,Overall rating,Position,Height,Preferred foot
402291,W. Hanna,18,Iran,Fisher Group,"Rogers, Pearson and Lee (Saudi Arabia)",€188.3M,€544K,41.8,55.7,93.1,86.9,92,CF,168cm,Right
361378,C. Cunningham,29,United Arab Emirates,"Bailey, Baker and Hunt",Premier League (England),€245.6M,€460K,41.0,48.2,91.8,91.4,92,CF,201cm,Right
328662,Hanson,34,Algeria,"Wagner, Dawson and Cross",Skinner Ltd (Argentina),€190.1M,€479K,87.8,20.3,35.8,92.2,91,LWB,188cm,Left
462562,S. Gomez,34,Algeria,Liverpool,Wilson-Harrison (Palestinian Territory),€194M,€466K,51.7,21.4,93.3,79.3,91,RW,160cm,Right
254646,L. Glass,23,Central African Republic,FC Barcelona,Wilson-Harrison (Palestinian Territory),€185M,€492K,80.8,27.3,32.5,93.5,90,ST,187cm,Right
755612,D. Dixon,26,Argentina,Dean-Thomas,Premier League (England),€187M,€435K,77.5,29.0,31.2,94.4,90,ST,175cm,Right
748592,A. Rodriguez,22,Bermuda,Dean-Thomas,Premier League (England),€181.9M,€438K,91.8,43.6,59.2,86.6,90,LWB,210cm,Left
50765,J. Adams,24,Argentina,"Pierce, Howard and Stephens",Premier League (England),€193M,€452K,82.2,58.4,91.9,26.6,89,RW,150cm,Right
265296,J. Williams,31,Iran,Craig-Morrison,Premier League (England),€187.2M,€422K,43.4,55.8,92.9,77.5,89,CF,177cm,Right
986897,Mathis,27,Bermuda,"Thomas, Vaughan and Peters",Premier League (England),€168.4M,€432K,52.3,25.8,86.0,90.5,89,CF,173cm,Right
287436,Davis,20,Bermuda,Mccormick-Griffin,"Rogers, Pearson and Lee (Saudi Arabia)",€181.7M,€454K,94.5,35.2,66.7,59.2,88,LW,159cm,Left
896755,K. Hicks,22,Yemen,"David, Barnes and Gardner",Skinner Ltd (Argentina),€174.8M,€425K,90.3,27.5,80.8,40.1,88,RB,186cm,Left
975101,G. Bradley,27,Algeria,Cole Ltd,Premier League (England),€165.5M,€400K,76.4,64.7,90.6,61.2,87,RB,179cm,Left
434734,A. Herrera,27,United Arab Emirates,Schmidt-Bird,Premier League (England),€167M,€426K,68.8,92.6,58.8,63.9,87,LM,151cm,Left
369221,M. Johnson,39,Algeria,Tate-Medina,Premier League (England),€166.8M,€407K,91.0,38.6,73.9,52.8,87,RB,200cm,Left
558427,B. Howard,26,Yemen,"Pierce, Howard and Stephens",Premier League (England),€167.3M,€406K,22.8,34.1,75.2,91.1,87,CF,153cm,Right
452898,J. Thompson,20,Svalbard & Jan Mayen Islands,"David, Barnes and Gardner",Skinner Ltd (Argentina),€149.2M,€384K,45.0,31.7,79.5,89.2,87,CF,174cm,Right
896023,D. Johnson,25,Argentina,FC Barcelona,Wilson-Harrison (Palestinian Territory),€164.9M,€381K,40.9,18.4,67.6,93.4,87,CF,176cm,Right
147464,J. Rivera,53,Yemen,Cole Ltd,Premier League (England),€171.7M,€419K,91.0,55.3,68.3,72.2,86,LW,171cm,Left
237800,R. Frye,20,Bermuda,Berg-Murillo,"Davis, Ramirez and Hall (Central African Republic)",€160.3M,€394K,73.5,30.3,46.2,89.9,86,RM,177cm,Left
443393,C. Johnson,23,Saudi Arabia,Cole Ltd,Premier League (England),€148M,€363K,86.3,35.7,52.6,85.3,86,LWB,157cm,Left
459788,G. Franco,32,Palestinian Territory,Joyce Group,Premier League (England),€144.7M,€363K,51.9,44.1,82.3,86.9,86,CF,190cm,Right
575156,V. Hernandez,25,Bermuda,Mccormick-Griffin,"Rogers, Pearson and Lee (Saudi Arabia)",€160.1M,€380K,58.5,13.4,67.7,92.5,86,LWB,209cm,Left
657293,J. Martin,21,Svalbard & Jan Mayen Islands,"Mack, Lawson and Morrison","Cain, Booth and Gibson (Palestinian Territory)",€147M,€376K,60.3,91.1,69.2,60.9,86,LM,173cm,Left
288780,C. Moore,33,Svalbard & Jan Mayen Islands,Choi-Edwards,Maldonado-Wells (Malawi),€142M,€357K,64.0,92.9,57.9,48.1,86,LM,204cm,Left
707966,R. Brown,32,Iran,Cisneros Ltd,Skinner Ltd (Argentina),€135.7M,€355K,46.5,40.1,86.0,85.5,86,CF,165cm,Right
999658,S. Reyes,31,Saudi Arabia,Howard Inc,Premier League (England),€144.5M,€351K,85.1,53.7,82.8,59.5,85,RB,205cm,Left
549472,L. Richardson,31,Iran,Liverpool,Wilson-Harrison (Palestinian Territory),€147.5M,€351K,68.6,16.7,56.8,90.7,85,LWB,185cm,Left
639963,Micheal Jr.,27,Malawi,"Bennett, Stephens and English",Maldonado-Wells (Malawi),€131.7M,€358K,36.8,35.6,62.9,92.9,85,CF,179cm,Right
460577,E. Bryant,30,United Arab Emirates,Lawrence-Murphy,Premier League (England),€131.4M,€344K,92.5,51.1,43.2,61.9,85,LW,161cm,Left
796668,Martin,26,United Arab Emirates,FC Bayern München,"Cain, Booth and Gibson (Palestinian Territory)",€131.9M,€350K,80.3,31.3,85.9,57.6,85,RW,165cm,Right
133467,Brian Hill,21,Svalbard & Jan Mayen Islands,"Bennett, Stephens and English",Maldonado-Wells (Malawi),€139.2M,€335K,62.4,67.5,90.2,32.0,85,RW,154cm,Right
453710,E. Patton,29,Yemen,"Beck, Willis and Valdez",Klein-Young (Central African Republic),€132.9M,€338K,88.8,61.7,73.9,61.0,85,RB,155cm,Left
322669,Christopher Jr.,20,Argentina,"Thomas, Vaughan and Peters",Premier League (England),€129.9M,€309K,89.1,45.3,34.3,72.1,85,LW,194cm,Left
85219,May,44,Malawi,Alvarez Inc,Klein-Young (Central African Republic),€130.7M,€296K,29.6,31.0,87.3,77.9,85,CF,174cm,Right
617770,D. Hart,38,Saudi Arabia,Rivera-Compton,"Rogers, Pearson and Lee (Saudi Arabia)",€129.5M,€302K,45.8,39.3,70.4,89.7,85,CF,153cm,Right
749430,J. Green,30,Yemen,Perez Inc,Klein-Young (Central African Republic),€128.2M,€283K,90.0,52.7,68.9,43.7,85,LW,169cm,Left
73757,J. Powell,31,Algeria,Beasley-Russell,"Davis, Ramirez and Hall (Central African Republic)",€122.5M,€275K,91.1,64.3,39.6,49.5,84,GK,179cm,Right
803060,C. Duarte,27,Algeria,Cole Ltd,Premier League (England),€117.9M,€333K,88.2,46.8,37.4,72.9,84,LW,178cm,Left
991648,Watts,37,Palestinian Territory,Joyce Group,Premier League (England),€118.2M,€276K,77.1,23.9,30.6,86.5,84,ST,167cm,Right
344814,P. Cox,23,Palestinian Territory,Howard Inc,Premier League (England),€116.1M,€269K,51.2,27.1,89.4,65.9,84,CF,186cm,Right
205837,J. Brown,34,Algeria,Whitaker Group,Huber-Mcdonald (Argentina),€116.2M,€269K,69.8,7.7,26.0,88.4,84,ST,204cm,Right
771157,B. Higgins,26,Bermuda,Tate-Medina,Premier League (England),€114.8M,€270K,72.3,17.5,19.9,87.7,84,ST,165cm,Right
722567,G. Mathis,26,Saudi Arabia,Whitaker Group,Huber-Mcdonald (Argentina),€115.6M,€266K,90.6,53.8,47.8,64.4,84,RM,175cm,Right
730845,C. Wood,26,Central African Republic,"David, Barnes and Gardner",Skinner Ltd (Argentina),€114.6M,€257K,73.8,28.9,86.3,78.5,84,RB,210cm,Left
698959,L. Owen,21,Bermuda,"Gardner, West and Turner",Premier League (England),€104.8M,€286K,63.6,65.5,89.9,32.8,84,RW,162cm,Right
2788,S. Chavez,33,Algeria,Williams Ltd,Wilson-Harrison (Palestinian Territory),€106.4M,€251K,87.6,51.0,74.9,65.3,84,RB,193cm,Left
666539,B. Bowers,20,Central African Republic,Perez Inc,Klein-Young (Central African Republic),€109.7M,€259K,60.0,16.1,44.8,91.8,84,ST,171cm,Right
494906,E. Gaines,23,Malawi,Howard Inc,Premier League (England),€101M,€246K,39.6,35.2,66.9,90.2,84,CF,157cm,Right
675139,R. Graves,46,Svalbard & Jan Mayen Islands,Whitaker Group,Huber-Mcdonald (Argentina),€112.3M,€245K,75.2,41.2,86.3,52.9,84,RB,204cm,Left
339451,P. Sanders,27,Iran,FC Barcelona,Wilson-Harrison (Palestinian Territory),€101.8M,€246K,50.9,84.4,33.8,81.9,84,RWB,202cm,Left
3690,Chase,42,Yemen,"Bailey, Baker and Hunt",Premier League (England),€99.6M,€242K,89.1,15.6,41.7,70.2,84,LWB,195cm,Left
626507,D. Smith,17,Algeria,"Carter, Bailey and Reilly",Premier League (England),€91.9M,€223K,65.4,43.8,90.8,43.0,84,RB,183cm,Left
106971,M. Brandt,22,Central African Republic,Rivera-Compton,"Rogers, Pearson and Lee (Saudi Arabia)",€103.4M,€230K,63.5,23.4,10.8,89.1,83,ST,180cm,Right
918272,D. Dunn,31,Svalbard & Jan Mayen Islands,"Bennett, Stephens and English",Maldonado-Wells (Malawi),€87.3M,€215K,89.8,63.9,43.1,36.0,83,RM,180cm,Right
132072,J. Doyle,23,Svalbard & Jan Mayen Islands,"Clark, Carter and Martinez","Davis, Ramirez and Hall (Central African Republic)",€87.8M,€230K,87.3,68.7,43.1,21.7,83,RW,151cm,Left
885943,D. Summers,28,Central African Republic,"Allen, Kelly and Pham",Klein-Young (Central African Republic),€84.2M,€212K,86.7,73.3,27.1,38.5,83,RM,206cm,Right
746747,M. Malone,23,Yemen,"Mcguire, Alvarez and Keith",Premier League (England),€85M,€206K,57.2,7.3,45.5,91.1,83,ST,195cm,Right
476586,R. Taylor,31,Algeria,Ortega-Rodriguez,Bass-Oneal (Central African Republic),€83.8M,€230K,86.0,28.5,32.0,72.2,83,LWB,209cm,Left
436255,J. Malone,20,United Arab Emirates,Joyce Group,Premier League (England),€96.1M,€194K,90.0,36.2,62.3,40.7,83,RB,188cm,Left
789065,Mckinney,34,Central African Republic,Alvarez Inc,Klein-Young (Central African Republic),€77.5M,€179K,71.2,15.4,20.3,86.3,83,RM,164cm,Left
977615,J. Clark,34,Argentina,"Mack, Lawson and Morrison","Cain, Booth and Gibson (Palestinian Territory)",€83.3M,€182K,74.8,25.8,85.1,48.0,83,RB,202cm,Left
428881,L. Smith,21,Iran,Joyce Group,Premier League (England),€77.8M,€183K,40.3,56.8,61.2,90.6,83,CF,156cm,Right
494626,C. Allen,32,Saudi Arabia,"Christian, Cole and Armstrong",Huber-Mcdonald (Argentina),€84.5M,€203K,92.5,33.1,54.4,36.8,83,CM,167cm,Left
429163,Michael Carter,25,Saudi Arabia,"Bennett, Stephens and English",Maldonado-Wells (Malawi),€73.3M,€173K,58.3,46.2,33.7,90.6,83,LWB,204cm,Left
888381,Alex Jr.,33,Bermuda,Lawrence-Murphy,Premier League (England),€72.5M,€173K,90.3,48.0,62.2,45.3,83,RM,181cm,Right
165315,Richard Jr.,21,Iran,Manchester United,Premier League (England),€73.5M,€164K,68.2,22.5,34.2,86.9,83,CDM,155cm,Right
753989,Daniel Johnson,20,Algeria,Tate-Medina,Premier League (England),€67.1M,€161K,18.0,47.7,89.1,61.0,82,CF,201cm,Right
524641,W. Green,35,Saudi Arabia,Stuart Inc,"Davis, Ramirez and Hall (Central African Republic)",€65.2M,€160K,50.1,85.3,74.1,72.9,82,LM,182cm,Right
623944,C. Smith,34,Argentina,"Christian, Cole and Armstrong",Huber-Mcdonald (Argentina),€75.4M,€160K,89.1,59.2,47.6,32.8,82,GK,175cm,Right
329569,Bryan Jr.,48,Algeria,"Mcguire, Alvarez and Keith",Premier League (England),€67M,€161K,60.0,48.9,29.7,89.7,82,LWB,203cm,Left
534403,I. Estrada,28,United Arab Emirates,Wolfe-Hopkins,"Davis, Ramirez and Hall (Central African Republic)",€66.9M,€161K,77.5,7.0,11.9,83.4,82,ST,161cm,Right
788392,Cory Johnson,29,Bermuda,Joyce Group,Premier League (England),€57.5M,€150K,76.6,42.6,84.2,55.6,82,RB,170cm,Left
903315,D. Tucker,23,Central African Republic,FC Barcelona,Wilson-Harrison (Palestinian Territory),€62.2M,€161K,57.3,87.2,66.1,56.5,82,LM,191cm,Left
993467,Anthony Ward,34,Algeria,Morgan Inc,Huber-Mcdonald (Argentina),€59.2M,€152K,61.4,47.7,86.0,71.1,82,RB,206cm,Left
