ID,Name,Age,Nationality,Team,League,Value,Wage,Attacking,Movement,Defending,Goalkeeping,Overall rating,Position,Height,Preferred foot
410400,P. Collier,34,Lebanon,Wright Inc,"Hoffman, Williams and Jones (Cape Verde)",€197.2M,€534K,71.5,92.0,59.2,51.7,87,CM,196cm,Left
67188,A. Stone,22,Saint Pierre and Miquelon,Wright Inc,"Hoffman, Williams and Jones (Cape Verde)",€192.1M,€483K,80.2,9.8,15.4,89.3,87,LB,153cm,Right
200496,J. Pace,25,Qatar,"Wagner, Roberts and Cook","Shepherd, Miller and Horton (Benin)",€193.9M,€478K,22.0,73.6,34.4,90.9,87,CF,167cm,Right
616315,Z. Alvarez,24,Qatar,Liverpool,"Shepherd, Miller and Horton (Benin)",€194.9M,€474K,73.7,27.4,90.4,68.2,87,RW,165cm,Left
729400,Mark Peterson,35,Nauru,Grant Inc,"Hoffman, Williams and Jones (Cape Verde)",€248.9M,€447K,91.8,38.2,67.7,64.0,86,RWB,206cm,Left
189317,K. Page,21,Vietnam,Burgess-Carter,Premier League (England),€191.3M,€461K,61.6,93.6,64.1,51.8,86,CM,152cm,Left
935047,T. Carpenter,45,Saint Pierre and Miquelon,"Cole, Beard and Jones","Smith, Bowers and Hall (Nauru)",€189.6M,€474K,41.7,89.3,74.1,42.0,86,LM,172cm,Right
494267,Corey Oconnor,31,Qatar,Lyons-Smith,"Watson, Holmes and Acosta (Romania)",€186.3M,€477K,55.0,90.4,72.0,52.2,86,LM,152cm,Right
405220,Kyle Novak,30,Lebanon,Lopez-Bowman,Harvey-Wright (Cape Verde),€189.1M,€443K,56.0,88.3,44.2,78.0,86,LM,182cm,Right
568047,Smith,20,Benin,Smith-White,Harvey-Wright (Cape Verde),€178M,€445K,67.7,91.1,55.4,52.4,85,CM,175cm,Left
387878,Douglas Jr.,21,Nauru,Hall-Craig,Robbins Group (Benin),€180.5M,€457K,27.0,60.9,66.4,90.6,85,CF,163cm,Right
822247,B. Paul,30,Romania,"Wagner, Roberts and Cook","Shepherd, Miller and Horton (Benin)",€182.2M,€438K,76.2,33.5,41.0,87.7,85,LB,179cm,Right
879602,Anthony Myers,28,Vietnam,Campbell Inc,"Smith, Bowers and Hall (Nauru)",€171.2M,€424K,35.9,64.8,91.1,64.2,85,CB,167cm,Left
962024,S. Hawkins,26,Bulgaria,"Baker, Hodges and Anderson",Premier League (England),€171M,€443K,61.3,57.3,92.5,56.4,85,ST,190cm,Left
