ID,Name,Age,Nationality,Team,League,Value,Wage,Attacking,Movement,Defending,Goalkeeping,Overall rating,Position,Height,Preferred foot
442608,J. Burgess,24,Cameroon,"Bolton, Smith and Bauer",Day PLC (Saint Helena),€188.8M,€484K,93.4,90.4,19.7,60.2,93,RW,176cm,Right
869896,M. Hartman,31,Saint Martin,"Greer, Flores and Maldonado",Alexander LLC (Saint Martin),€189.6M,€497K,42.7,94.4,87.2,38.1,93,CDM,150cm,Right
814026,Angel Haas,27,United Arab Emirates,Liverpool,Premier League (England),€249.1M,€495K,36.6,93.6,88.9,33.0,93,RW,192cm,Right
573791,M. Davis,36,Egypt,"Fox, Baker and Robles",Premier League (England),€198.1M,€548K,88.8,91.4,17.9,28.4,91,RW,189cm,Right
427638,M. Calhoun,33,Saint Helena,"Clarke, Hansen and Coleman",Rios PLC (Saint Helena),€179M,€474K,90.6,88.2,40.2,56.9,90,RW,181cm,Right
287302,K. Mooney,30,Saint Martin,"Daniels, Pearson and Morse","Flynn, Dixon and Jones (Brunei Darussalam)",€181.9M,€473K,68.9,89.3,88.9,60.9,89,CDM,161cm,Right
11632,G. Murphy,27,United Arab Emirates,"Atkins, Jimenez and Rodriguez",Premier League (England),€189.6M,€472K,80.6,91.5,39.0,34.3,89,RW,197cm,Right
470652,Michael Jr.,23,Saint Martin,Clark and Sons,Premier League (England),€184.1M,€498K,55.7,90.7,82.8,26.0,89,GK,195cm,Right
575105,J. Mullins,29,United Arab Emirates,Rodriguez-Gonzalez,Premier League (England),€170.7M,€462K,88.9,86.7,55.5,58.3,88,RW,158cm,Right
42996,Thompson,39,Cameroon,"Perez, Ruiz and Lopez",Premier League (England),€171.8M,€467K,37.1,89.7,83.7,25.1,88,LWB,193cm,Left
92329,Steven Sanchez,20,Liechtenstein,FC Barcelona,Premier League (England),€170.5M,€459K,61.9,88.5,86.4,43.8,88,LWB,162cm,Left
44292,C. Cole,30,Saint Martin,"Clarke, Hansen and Coleman",Rios PLC (Saint Helena),€181.8M,€480K,81.9,89.6,21.2,39.9,88,RW,195cm,Right
674756,S. Lewis,26,United Arab Emirates,Liverpool,Premier League (England),€166.7M,€468K,63.9,87.6,85.8,68.0,87,CDM,209cm,Right
45121,S. Pearson,27,Saint Helena,Johnson-Turner,Premier League (England),€169.9M,€426K,94.5,65.2,29.3,43.7,87,RW,209cm,Right
991833,C. Weiss,25,Chad,Lopez PLC,Premier League (England),€165.6M,€455K,73.1,87.7,79.6,31.0,86,LWB,170cm,Left
476444,D. Young,24,Argentina,"Vaughn, Mason and Mccullough","Flynn, Dixon and Jones (Brunei Darussalam)",€168.8M,€433K,36.1,66.2,91.1,70.5,86,CDM,171cm,Right
1888,J. Peters,26,Cameroon,Gutierrez-Horton,"Flynn, Dixon and Jones (Brunei Darussalam)",€159.5M,€425K,41.5,94.4,62.5,59.4,86,CDM,193cm,Right
51336,T. Lewis,27,United Arab Emirates,"Bolton, Smith and Bauer",Day PLC (Saint Helena),€158.6M,€421K,86.2,40.7,11.1,84.4,86,LM,209cm,Left
985326,D. Wilkerson,34,Chad,"Lopez, Miller and Ward","Potts, Hernandez and Kelly (Cambodia)",€162.8M,€441K,91.9,19.1,14.0,66.4,86,LM,192cm,Left
675439,M. Olson,22,Cameroon,Cole Ltd,"Flynn, Dixon and Jones (Brunei Darussalam)",€162.8M,€418K,90.6,23.2,17.3,74.1,86,LM,181cm,Left
331377,B. Parks,23,United Arab Emirates,Rodriguez-Gonzalez,Premier League (England),€158.4M,€401K,19.2,28.8,75.0,89.6,86,RW,175cm,Left
77518,Edward Herrera,30,United Arab Emirates,Johnson-Turner,Premier League (England),€155M,€406K,35.8,93.5,64.2,38.9,86,GK,179cm,Right
995065,Joseph Jr.,28,Liechtenstein,"Atkins, Jimenez and Rodriguez",Premier League (England),€158.6M,€425K,85.6,85.8,43.8,25.6,86,RW,197cm,Right
298828,K. Taylor,26,Argentina,FC Bayern München,"Potts, Hernandez and Kelly (Cambodia)",€158.5M,€394K,33.5,41.1,75.3,89.8,86,RW,167cm,Left
