ID,Name,Age,Nationality,Team,League,Value,Wage,Attacking,Movement,Defending,Goalkeeping,Overall rating,Position,Height,Preferred foot
935025,S. Campbell,26,Congo,"Schneider, Stewart and Underwood","Rivera, Henderson and Weber (Belize)",€197.3M,€549K,83.0,32.8,33.5,89.6,88,LM,199cm,Right
444172,George Galloway,34,Congo,"Johnson, Castaneda and Jones",Yoder and Sons (Qatar),€193.6M,€491K,87.5,35.7,88.4,32.4,88,CAM,205cm,Left
475859,T. Gill,23,Belize,Manchester United,Scott Ltd (Paraguay),€191.6M,€481K,78.6,80.7,89.6,43.1,88,CDM,210cm,Right
90116,T. Collins,20,Paraguay,"White, Peters and Smith","Rivera, Henderson and Weber (Belize)",€194.5M,€480K,71.3,80.1,88.8,20.5,87,LW,195cm,Left
688267,Joshua Jr.,27,Paraguay,"Alvarez, Charles and Davis","Martinez, Ramsey and Ramos (Western Sahara)",€188.6M,€462K,80.8,76.4,51.6,89.4,87,LWB,210cm,Right
828047,Jay Navarro,24,Qatar,FC Bayern München,"Trevino, Smith and Bautista (Congo)",€187.1M,€477K,47.9,80.3,89.4,25.4,87,LW,178cm,Left
877873,D. Thomas,29,Belize,"Barnett, Rice and Rhodes",Scott Ltd (Paraguay),€190.8M,€467K,32.4,86.5,46.6,86.6,87,LW,150cm,Right
280146,J. Smith,24,Croatia,"Walker, Collins and Murphy","Erickson, Drake and Frazier (Libyan Arab Jamahiriya)",€191.6M,€456K,75.6,47.2,30.2,91.3,87,LM,206cm,Right
9818,Harper,34,Spain,"Frazier, Zavala and Kim",Scott Ltd (Paraguay),€182.6M,€450K,90.6,53.9,75.7,31.9,87,GK,170cm,Left
337992,W. Moore,23,Cote d'Ivoire,Booker Inc,"Martinez, Ramsey and Ramos (Western Sahara)",€247.5M,€441K,58.9,83.5,83.5,88.8,87,LWB,152cm,Right
920149,Jordan Reyes,21,Spain,"Bennett, Smith and Cox",Duffy-Reese (Croatia),€180.5M,€456K,54.6,60.0,78.9,89.6,87,LWB,153cm,Right
320167,Devin Bennett,21,Western Sahara,Garcia LLC,Montoya LLC (Spain),€183.5M,€440K,60.6,70.5,90.7,26.8,86,LW,158cm,Left
951481,B. Mcconnell,33,Croatia,"Anderson, Sullivan and Ortiz",Montoya LLC (Spain),€183.4M,€487K,48.1,86.3,62.7,84.7,86,LW,150cm,Right
427432,Joseph Jr.,29,Western Sahara,Parker LLC,"Erickson, Drake and Frazier (Libyan Arab Jamahiriya)",€173.9M,€435K,83.6,48.7,86.9,30.3,86,GK,191cm,Right
912957,Frank Jr.,35,Libyan Arab Jamahiriya,Liverpool,"Erickson, Drake and Frazier (Libyan Arab Jamahiriya)",€170.6M,€438K,12.1,87.0,22.2,78.4,86,RW,181cm,Left
434197,George Ramirez,23,Congo,Manchester United,Scott Ltd (Paraguay),€172.5M,€431K,54.3,69.1,90.0,17.5,85,LW,207cm,Left
647670,B. Wall,22,Libyan Arab Jamahiriya,Mcclain-Lopez,"Martinez, Ramsey and Ramos (Western Sahara)",€166M,€430K,88.3,52.3,63.0,73.2,85,LWB,187cm,Right
885495,K. Jones,26,Paraguay,"Miller, Mcgee and Andersen","Trevino, Smith and Bautista (Congo)",€170.3M,€422K,48.2,78.4,87.7,52.9,85,LW,159cm,Left
271190,Ortega,30,Libyan Arab Jamahiriya,Page LLC,Montoya LLC (Spain),€161.9M,€417K,62.5,50.6,83.4,85.4,85,LWB,179cm,Right
590828,R. Perez,20,Congo,FC Barcelona,Scott Ltd (Paraguay),€164.4M,€439K,47.5,70.2,90.4,34.1,85,LW,201cm,Left
238776,T. Carey,32,Iraq,Garcia LLC,Montoya LLC (Spain),€160.9M,€415K,73.5,59.2,71.6,89.2,85,LWB,200cm,Right
149321,R. Hunter,44,Belize,"Cantu, Wilcox and Ewing",Premier League (England),€176.8M,€411K,67.7,76.3,45.9,87.4,85,LWB,201cm,Right
460863,J. Meyer,33,Qatar,Love PLC,Premier League (England),€158.5M,€415K,85.8,27.4,82.8,39.7,85,CAM,208cm,Left
485696,R. Castillo,36,Belize,Garcia LLC,Montoya LLC (Spain),€154.7M,€409K,76.3,87.6,47.8,14.0,85,RW,200cm,Right
797984,S. Freeman,20,Bosnia and Herzegovina,"Alvarez, Charles and Davis","Martinez, Ramsey and Ramos (Western Sahara)",€148M,€407K,87.6,66.9,75.5,53.0,85,LWB,178cm,Right
765515,D. Davis,24,Qatar,Love PLC,Premier League (England),€150.9M,€404K,87.2,55.7,79.1,31.0,85,GK,159cm,Left
293,B. Allison,36,Iraq,Lambert Inc,Scott Ltd (Paraguay),€149.7M,€406K,92.1,58.4,38.4,40.9,84,RB,188cm,Left
975243,C. Dickerson,28,Paraguay,Smith Inc,Duffy-Reese (Croatia),€154M,€410K,84.8,73.4,82.7,28.0,84,GK,208cm,Left
426429,T. Jackson,33,Iraq,Phillips Group,Premier League (England),€141M,€403K,86.8,50.6,64.5,75.6,84,LWB,185cm,Right
525169,D. Jackson,25,Cote d'Ivoire,FC Barcelona,Scott Ltd (Paraguay),€142.8M,€399K,20.5,85.6,33.4,81.2,84,RWB,175cm,Left
910329,E. Brennan,30,Croatia,"White, Peters and Smith","Rivera, Henderson and Weber (Belize)",€147.4M,€390K,82.4,48.9,53.3,84.2,84,LWB,204cm,Right
353712,K. Mathews,31,Western Sahara,Harris-Gonzalez,Duffy-Reese (Croatia),€145.7M,€395K,73.6,45.1,87.4,54.0,84,GK,175cm,Right
845350,J. Arroyo,34,Qatar,Hayes-Glenn,Montoya LLC (Spain),€136M,€377K,85.5,57.0,33.5,81.3,84,LM,179cm,Right
387828,Johnston,34,Paraguay,"Barnett, Rice and Rhodes",Scott Ltd (Paraguay),€139.4M,€383K,83.5,67.3,55.2,84.5,84,LWB,167cm,Right
715520,S. Beltran,30,Qatar,Hayes-Glenn,Montoya LLC (Spain),€152.2M,€388K,86.1,41.5,76.2,52.5,84,CAM,187cm,Left
289712,Boyle,55,Western Sahara,"Pena, Acevedo and Anderson",Premier League (England),€140M,€404K,45.5,76.3,21.9,87.2,84,RWB,197cm,Left
330712,Kevin Jr.,27,Iraq,"Gray, Murphy and Li",Premier League (England),€123.4M,€375K,71.7,59.4,87.9,37.8,84,CAM,196cm,Right
658790,D. Jones,28,Cote d'Ivoire,"Gonzalez, Zuniga and Walker","Trevino, Smith and Bautista (Congo)",€126M,€363K,31.6,88.3,69.2,41.1,84,RWB,171cm,Right
