ID,Name,Age,Nationality,Team,League,Value,Wage,Attacking,Movement,Defending,Goalkeeping,Overall rating,Position,Height,Preferred foot
572869,S. Nelson,25,French Polynesia,"Brown, Duncan and Rodgers",Kerr Ltd (Bermuda),€198.8M,€498K,44.2,52.1,93.3,94.1,94,LM,160cm,Right
623271,T. Rogers,32,American Samoa,"Case, Valenzuela and Lloyd",Watson-Williams (South Africa),€199.1M,€549K,6.7,85.4,94.3,86.4,92,LM,168cm,Right
428900,K. Kent,31,Latvia,Valenzuela and Sons,"Norris, Johnson and Reyes (Swaziland)",€249.9M,€497K,42.7,75.6,81.7,95.0,92,LM,196cm,Right
991989,Nathaniel Jr.,24,Panama,Graves Group,"Arellano, Harris and Peterson (Lebanon)",€197.9M,€499K,34.1,48.0,91.5,91.5,92,LM,206cm,Right
68831,M. Jones,20,Panama,Mcclain-Ramirez,"Jimenez, Hernandez and Holloway (Dominica)",€197.8M,€496K,7.0,46.1,89.7,91.7,91,LM,171cm,Right
299308,W. Smith,31,Libyan Arab Jamahiriya,Khan Group,Chan PLC (Kuwait),€195.6M,€495K,80.7,31.5,93.9,41.3,91,LWB,164cm,Right
426386,S. Rodriguez,30,India,"Villa, Molina and Morgan",Young-Garcia (North Macedonia),€199.8M,€495K,84.9,46.9,91.1,30.1,90,LWB,161cm,Right
690789,Durham,38,North Macedonia,Ortiz and Sons,"Terrell, Cameron and Lopez (Angola)",€197.3M,€498K,33.6,69.1,91.7,86.9,90,LM,172cm,Right
922520,J. Brown,31,Paraguay,"Baker, Woods and Johnson","Patterson, Michael and Smith (Portugal)",€194M,€495K,7.9,47.3,81.8,92.4,90,LM,199cm,Right
366568,S. Fleming,32,Latvia,Smith-Page,Premier League (England),€195.5M,€493K,18.0,50.4,85.0,91.4,90,LM,166cm,Right
301382,J. Ferguson,30,Kenya,Blackburn-Johnson,"Park, Campbell and Wagner (Lithuania)",€194.7M,€495K,43.2,48.0,93.8,78.4,90,LM,183cm,Right
437351,M. Garcia,20,North Macedonia,"Francis, Parker and Warren",Herring-Martin (Madagascar),€195.4M,€492K,26.5,61.7,93.4,81.4,90,LM,178cm,Right
798170,M. Villarreal,21,Saint Kitts and Nevis,Thomas Group,"Gutierrez, Smith and Johnson (Turks and Caicos Islands)",€193.9M,€490K,18.7,79.8,61.4,93.8,90,LM,157cm,Right
242618,W. Harvey,31,Turks and Caicos Islands,Gonzales Ltd,"Good, Perry and Terry (North Macedonia)",€192.9M,€492K,82.2,29.5,93.1,46.0,90,LWB,181cm,Right
47124,Dustin Cook,28,New Zealand,Lewis Ltd,"Davis, Foster and Bell (India)",€193.7M,€492K,25.2,55.1,82.2,93.0,90,LM,208cm,Right
343035,Kevin Fox,22,Svalbard & Jan Mayen Islands,Liverpool,Hayes LLC (Sierra Leone),€193.4M,€490K,31.3,69.3,93.2,75.5,90,RW,205cm,Right
458942,T. Taylor,21,South Africa,"Smith, Garcia and Sellers","Jenkins, Sanchez and Stevenson (Burundi)",€192.1M,€489K,44.1,48.0,94.7,73.8,89,LM,152cm,Right
559488,B. Foster,26,Cape Verde,Williams and Sons,Whitney Ltd (Croatia),€192.5M,€489K,28.2,70.4,93.4,73.9,89,LM,167cm,Right
70279,J. Chapman,33,Svalbard & Jan Mayen Islands,James Inc,Premier League (England),€195.4M,€489K,37.3,83.0,89.5,89.2,89,LM,176cm,Right
303932,A. Boone,26,Saint Kitts and Nevis,Tucker-Johnson,"Terrell, Cameron and Lopez (Angola)",€192.8M,€490K,13.7,72.7,93.7,73.0,89,LM,183cm,Right
141391,J. Jones,30,Greece,Roberts-Santana,Chan PLC (South Africa),€189.2M,€493K,90.1,53.5,84.7,31.3,89,CM,182cm,Right
633488,M. Snyder,22,Ecuador,Peterson-Brown,Watson-Williams (South Africa),€188.9M,€488K,43.3,73.9,90.0,86.1,89,LM,153cm,Right
928561,A. Bailey,33,Lebanon,Day Group,"Walker, Henry and Barnes (Uruguay)",€190.5M,€488K,12.1,51.4,77.6,92.8,89,LM,199cm,Right
110079,D. Howell,31,Croatia,Shaffer-Carson,Clark LLC (Lithuania),€190.8M,€487K,41.7,61.0,86.7,89.2,89,LM,198cm,Right
111171,R. Mason,35,Saint Kitts and Nevis,Scott Inc,Fritz Ltd (Dominican Republic),€187.2M,€486K,29.7,86.0,80.1,90.0,89,LM,167cm,Right
179885,Smith,34,Lithuania,Weaver-Daugherty,Whitney Ltd (Croatia),€186.2M,€482K,41.3,51.8,93.4,77.4,89,LM,210cm,Right
819982,J. Parker,31,Thailand,James Inc,Premier League (England),€187.7M,€483K,53.7,63.9,90.0,80.4,88,RWB,190cm,Right
