ID,Name,Age,Nationality,Team,League,Value,Wage,Attacking,Movement,Defending,Goalkeeping,Overall rating,Position,Height,Preferred foot
248921,J. Oconnor,29,Cameroon,Test Team,Test League,€189.2M,€474K,51.6,89.1,91.0,60.4,91,GK,182cm,Right
593544,Stout,22,Vietnam,Test Team,Test League,€190M,€546K,46.4,81.8,92.1,61.2,90,GK,161cm,Right
656043,J. Becker,33,Saint Helena,Test Team,Test League,€191.1M,€493K,45.9,80.8,91.0,81.6,90,CDM,175cm,Right
409767,T. Ward,24,Vietnam,Test Team,Test League,€191M,€477K,50.0,89.3,86.8,34.2,89,RB,179cm,Left
829177,Robert Walker,35,Cameroon,Test Team,Test League,€179.9M,€469K,29.8,77.6,92.9,56.2,89,GK,199cm,Right
954210,M. Valdez,32,Vietnam,Test Team,Test League,€182.7M,€475K,53.8,76.0,92.9,52.6,89,GK,152cm,Right
574923,Clark,23,Saint Helena,Test Team,Test League,€245.2M,€434K,63.1,88.4,86.7,62.9,88,GK,201cm,Right
402974,Brian Erickson,20,Saint Helena,Test Team,Test League,€178.6M,€468K,89.9,82.2,62.7,39.1,88,LM,154cm,Left
100993,N. Martinez,52,Libyan Arab Jamahiriya,Test Team,Test League,€175M,€425K,79.6,87.8,86.9,47.2,88,RB,169cm,Left
421384,P. Mcdonald,35,Spain,Test Team,Test League,€173.1M,€428K,72.6,91.1,80.2,25.3,88,LM,167cm,Left
904904,J. Lyons,31,Iceland,Test Team,Test League,€173.1M,€433K,55.2,89.6,83.4,48.6,88,GK,188cm,Right
559038,Joseph Jr.,33,Liechtenstein,Test Team,Test League,€172M,€433K,38.1,91.5,61.5,75.0,87,GK,206cm,Right
624736,Jesse Jr.,36,Algeria,Test Team,Test League,€171M,€412K,52.0,66.1,89.9,79.6,87,GK,208cm,Right
493856,J. Hart,20,Cameroon,Test Team,Test League,€170.7M,€424K,81.2,30.7,89.3,65.6,87,RWB,157cm,Left
371817,Doyle,34,El Salvador,Test Team,Test League,€180.5M,€412K,87.8,37.8,86.5,54.1,87,LB,194cm,Left
164490,M. Zimmerman,31,Saint Helena,Test Team,Test League,€171.8M,€413K,19.9,85.1,45.8,86.7,86,LW,205cm,Left
582517,R. Mckinney,35,Palestinian Territory,Test Team,Test League,€163.1M,€408K,73.1,63.9,56.5,89.7,86,RM,190cm,Left
279643,J. Blake,22,Palestinian Territory,Test Team,Test League,€161.6M,€398K,77.5,32.9,57.4,88.7,86,LM,172cm,Right
452913,K. Valdez,35,El Salvador,Test Team,Test League,€169.7M,€402K,22.1,79.7,41.1,88.5,86,LW,191cm,Left
543086,T. Hill,31,Iceland,Test Team,Test League,€168.2M,€437K,84.6,78.8,67.7,85.8,86,RM,168cm,Left
93309,M. Cooper,25,Libyan Arab Jamahiriya,Test Team,Test League,€154.2M,€397K,34.5,89.8,75.0,71.5,86,GK,162cm,Right
928987,M. Archer,31,Algeria,Test Team,Test League,€163M,€395K,38.4,69.4,89.8,76.2,86,GK,151cm,Right
453997,P. Stanley,30,Palestinian Territory,Test Team,Test League,€159.6M,€404K,57.2,70.2,38.1,91.8,86,RM,165cm,Left
363937,T. Gonzales,32,Cameroon,Test Team,Test League,€153.6M,€393K,76.3,89.8,68.7,47.6,86,RB,171cm,Left
835946,W. Smith,33,Libyan Arab Jamahiriya,Test Team,Test League,€160.9M,€364K,50.8,85.9,82.9,46.3,85,RB,205cm,Left
475855,M. Hess,22,Algeria,Test Team,Test League,€141.1M,€375K,74.1,33.0,79.8,86.5,85,LM,210cm,Right
25313,D. Alvarez,55,Libyan Arab Jamahiriya,Test Team,Test League,€147.3M,€380K,69.9,76.7,87.6,49.5,85,CAM,194cm,Right
25491,Martin Klein,28,Algeria,Test Team,Test League,€149.3M,€386K,49.6,86.1,80.5,53.1,85,RB,150cm,Left
820341,M. Williams,50,Vietnam,Test Team,Test League,€132.5M,€351K,85.1,84.1,63.9,53.4,85,RB,200cm,Left
354104,Kyle Golden,28,Palestinian Territory,Test Team,Test League,€140.5M,€360K,95.0,55.1,56.0,53.7,85,CB,166cm,Left
248243,D. Brown,30,Liechtenstein,Test Team,Test League,€127.9M,€347K,45.2,64.3,36.6,91.9,85,RM,177cm,Left
273675,Schroeder,34,Liechtenstein,Test Team,Test League,€134.5M,€383K,69.0,79.5,86.9,41.3,85,RB,185cm,Left
540783,B. Martinez,27,Spain,Test Team,Test League,€122.4M,€354K,90.8,62.1,38.6,36.9,84,GK,180cm,Left
868498,S. Jones,35,Iceland,Test Team,Test League,€125M,€345K,76.6,86.8,50.9,22.3,84,RB,160cm,Left
491705,Joseph Jr.,24,Iceland,Test Team,Test League,€120.7M,€346K,84.5,80.6,76.5,54.3,84,RB,169cm,Left
385374,Lucas Jr.,37,Saint Helena,Test Team,Test League,€130.5M,€341K,71.1,52.3,72.4,87.6,84,LM,176cm,Right
475683,P. Brown,27,Algeria,Test Team,Test League,€126.8M,€345K,89.3,66.4,68.9,11.5,84,LM,151cm,Left
541348,J. Nelson,28,Iceland,Test Team,Test League,€113.9M,€329K,84.3,83.5,59.1,36.9,84,RB,208cm,Left
803529,Hernandez,31,Algeria,Test Team,Test League,€120.5M,€327K,74.3,81.0,84.4,54.4,84,RB,191cm,Left
714430,B. Elliott,35,Iceland,Test Team,Test League,€116M,€337K,53.8,67.5,58.6,89.6,84,LM,168cm,Right
813124,R. Edwards,33,Vietnam,Test Team,Test League,€109.8M,€326K,84.5,71.1,80.5,39.1,84,LM,198cm,Left
223845,J. Sanchez,46,El Salvador,Test Team,Test League,€118.7M,€322K,67.9,78.7,86.3,37.5,84,CM,161cm,Right
428739,A. Lopez,23,Iceland,Test Team,Test League,€112.3M,€324K,64.2,57.2,76.2,86.5,84,LM,174cm,Right
658337,K. French,48,Iceland,Test Team,Test League,€112.3M,€332K,24.5,68.1,89.5,44.8,84,GK,174cm,Right
723969,A. Crawford,32,Iceland,Test Team,Test League,€102.6M,€308K,92.2,38.8,34.8,59.0,84,CB,187cm,Left
344226,Steven Smith,20,Liechtenstein,Test Team,Test League,€105M,€317K,50.3,73.8,85.1,77.4,83,GK,161cm,Right
532678,C. Mullins,32,El Salvador,Test Team,Test League,€108M,€317K,59.0,83.8,80.0,81.9,83,GK,186cm,Right
639315,L. Reeves,32,Iceland,Test Team,Test League,€113M,€322K,43.9,64.4,46.4,88.7,83,LW,209cm,Left
992169,J. Hunter,27,Libyan Arab Jamahiriya,Test Team,Test League,€101.5M,€302K,67.6,54.2,88.7,32.1,83,RWB,209cm,Left
246756,J. Cox,22,Libyan Arab Jamahiriya,Test Team,Test League,€107.8M,€279K,27.9,62.1,39.7,89.8,83,LW,175cm,Left
640654,S. Ballard,33,Vietnam,Test Team,Test League,€98.5M,€296K,40.3,36.2,72.9,86.5,83,LM,174cm,Right
296867,Aaron Jr.,29,Spain,Test Team,Test League,€101.2M,€314K,68.8,29.7,86.8,72.3,83,LM,210cm,Right
198760,Richard Jr.,34,Iceland,Test Team,Test League,€95.2M,€262K,84.2,79.4,70.7,75.3,83,RM,178cm,Left
141438,Bowers,20,Libyan Arab Jamahiriya,Test Team,Test League,€95.5M,€272K,71.9,44.0,62.1,86.1,83,RM,163cm,Left
67944,P. Lopez,28,Cameroon,Test Team,Test League,€96M,€262K,55.8,83.9,79.2,64.1,83,GK,180cm,Right
928188,Donovan,27,Palestinian Territory,Test Team,Test League,€96.5M,€263K,75.2,35.2,85.8,45.4,83,LB,183cm,Left
518907,D. Wilson,35,Vietnam,Test Team,Test League,€85.2M,€259K,53.9,88.7,67.1,39.6,83,LM,180cm,Left
174928,J. Sweeney,33,Vietnam,Test Team,Test League,€86M,€255K,67.8,88.6,24.9,52.3,83,CB,153cm,Right
731990,Kevin Jr.,46,Vietnam,Test Team,Test League,€95.2M,€261K,79.2,31.2,84.1,62.1,83,RWB,194cm,Left
36352,H. Bird,34,Algeria,Test Team,Test League,€86.5M,€260K,54.2,87.5,69.7,36.0,83,LM,171cm,Left
782259,Trujillo,25,Benin,Test Team,Test League,€82.1M,€250K,90.1,61.1,28.7,54.2,83,CB,207cm,Left
713802,M. Barrett,33,Vietnam,Test Team,Test League,€81.6M,€255K,85.1,54.3,71.1,47.0,83,RW,210cm,Left
860645,D. Paul,40,Vietnam,Test Team,Test League,€91.1M,€252K,30.0,86.4,60.0,69.8,82,GK,164cm,Right
967934,D. Mercer,36,Iceland,Test Team,Test League,€83M,€252K,59.4,88.6,62.8,54.2,82,GK,160cm,Right
