ID,Name,Age,Nationality,Team,League,Value,Wage,Attacking,Movement,Defending,Goalkeeping,Overall rating,Position,Height,Preferred foot
969150,W. Lewis,21,Bermuda,"Jones, Lewis and Smith",Watkins-Reed (Rwanda),€199.1M,€493K,90.0,42.8,80.3,92.7,92,CDM,167cm,Left
282238,G. Pierce,35,Malta,Hawkins Ltd,Levy-Nguyen (South Africa),€198.1M,€493K,87.8,68.8,91.5,92.0,92,CDM,187cm,Left
189992,E. Jones,20,Cambodia,Manchester United,Ryan LLC (South Africa),€198.9M,€495K,86.1,60.8,92.0,85.7,92,CDM,198cm,Left
863131,S. Peters,31,Guatemala,"Romero, Hoffman and Hall",King-Miller (Micronesia),€249.9M,€494K,66.8,65.8,84.7,93.4,91,CDM,167cm,Left
500201,C. Benton,26,Micronesia,Garcia Inc,Premier League (England),€196.9M,€491K,35.8,19.6,83.0,91.7,90,RM,153cm,Left
739022,James Jr.,49,Cambodia,"Fisher, Owens and Escobar","Young, Salinas and Henderson (Chile)",€197.7M,€490K,65.7,51.6,80.7,93.5,90,CDM,154cm,Left
44669,S. Morrison,24,Saint Martin,Mora-Mcfarland,Turner-Weaver (Malta),€196.8M,€489K,50.8,71.6,84.5,91.2,90,CDM,152cm,Left
286724,M. Perez,52,Malta,Sherman Ltd,Premier League (England),€198.9M,€549K,94.6,67.0,71.1,53.0,89,CF,194cm,Left
164213,William Chambers,21,Dominica,Vasquez Ltd,"Jordan, Chambers and Frazier (Malta)",€196.9M,€487K,87.5,51.8,90.0,74.7,89,CDM,174cm,Left
9831,F. Huffman,32,Dominica,Miller PLC,"Russo, Jackson and Gonzalez (Dominica)",€196.5M,€477K,30.3,30.4,73.0,94.9,89,RM,197cm,Left
936780,Choi,32,Botswana,Wilson-Holden,"Smith, Hill and Frazier (Germany)",€194.8M,€479K,52.1,67.0,92.8,78.4,89,CDM,195cm,Left
125790,V. Owens,23,Chile,Campbell-Lewis,King-Miller (Micronesia),€192.7M,€491K,88.5,75.7,61.0,88.6,89,CDM,176cm,Left
85725,Gamble,29,Yemen,"Walton, Martin and Butler",Premier League (England),€194.9M,€469K,67.9,41.6,92.8,79.5,89,CDM,181cm,Left
53052,W. Warren,33,Benin,"Walton, Martin and Butler",Premier League (England),€192.5M,€468K,87.7,41.2,76.7,89.4,89,CDM,175cm,Left
131232,Jordan Jr.,34,Algeria,FC Barcelona,"Pope, Pratt and Jimenez (Benin)",€190.6M,€466K,89.4,40.0,84.2,81.3,88,CDM,151cm,Left
311462,K. Wells,34,Saint Martin,Rogers Ltd,Larsen-Downs (Algeria),€190.6M,€484K,89.6,57.4,82.6,77.1,88,CDM,167cm,Left
25063,C. Chan,26,Costa Rica,Reed Inc,Premier League (England),€192.2M,€464K,79.2,68.5,89.0,86.7,88,CDM,180cm,Left
263776,D. Wilson,35,Malawi,Williams Group,Premier League (England),€190.3M,€476K,73.3,57.6,92.4,69.8,88,CDM,205cm,Left
985728,J. Johnson,30,Saint Helena,"Morgan, Chen and Jordan",Watkins-Reed (Rwanda),€187.7M,€462K,60.8,70.5,75.0,91.7,88,CDM,198cm,Left
76914,Timothy Jr.,31,Micronesia,"Aguirre, Kelly and Taylor",Mitchell Ltd (Malta),€188.1M,€459K,60.3,23.9,83.5,89.6,88,RM,179cm,Left
770938,D. Bender,26,Saint Helena,Peterson-Lewis,"Russo, Jackson and Gonzalez (Dominica)",€183.4M,€459K,68.9,49.0,69.4,92.7,87,CDM,157cm,Left
