ID,Name,Age,Nationality,Team,League,Value,Wage,Attacking,Movement,Defending,Goalkeeping,Overall rating,Position,Height,Preferred foot
509876,C. Rice,35,Zambia,Frederick Ltd,"Steele, Anderson and Mitchell (Nepal)",€249.5M,€495K,44.2,90.7,86.6,49.0,90,RB,151cm,Left
765633,A. Miller,31,Guatemala,Hayes-Shepherd,"Wallace, Gibbs and Harris (Ukraine)",€190.3M,€492K,88.2,57.5,90.3,64.8,90,LWB,164cm,Left
83144,X. Martin,22,Nepal,"Kline, Campos and Ingram","Steele, Anderson and Mitchell (Nepal)",€193.2M,€483K,89.7,59.4,88.0,85.2,89,LWB,208cm,Left
525251,Michael Spencer,26,North Macedonia,Austin Inc,"Wallace, Gibbs and Harris (Ukraine)",€189.1M,€499K,80.1,88.0,63.8,87.4,88,LWB,199cm,Left
205885,M. Moreno,34,Portugal,"Smith, Barron and Williams","Steele, Anderson and Mitchell (Nepal)",€184.6M,€480K,50.7,78.6,91.0,78.6,88,LWB,150cm,Left
255518,Jones,29,Portugal,Little Inc,Premier League (England),€194.8M,€476K,43.2,90.4,79.2,29.1,88,RB,159cm,Left
656930,D. Francis,26,Nepal,Campbell LLC,Premier League (England),€183.7M,€549K,78.1,54.4,65.1,90.1,87,LWB,163cm,Left
125629,E. Chambers,22,Nepal,Lutz Ltd,"Miller, Marquez and Skinner (Ukraine)",€189.1M,€479K,34.7,87.4,84.5,33.5,87,RB,204cm,Left
437669,A. Robinson,32,Zambia,Lutz Ltd,"Miller, Marquez and Skinner (Ukraine)",€179.3M,€480K,83.5,75.4,69.3,87.8,87,LWB,210cm,Left
672007,G. Anderson,31,Bulgaria,Russell-Barr,Morales-Pham (Bulgaria),€185.4M,€467K,88.0,43.8,41.3,80.9,86,RM,173cm,Right
361930,Devin Jr.,21,Israel,"Parker, Tucker and King",Morales-Pham (Bulgaria),€170.7M,€474K,86.4,53.6,83.7,67.1,86,LWB,190cm,Left
667008,John Arias,26,Ukraine,"Lloyd, Parsons and Kim","Medina, Kim and Murphy (Maldives)",€169.8M,€460K,85.9,48.9,68.8,85.6,86,LWB,194cm,Left
60810,J. Mcdonald,29,Ukraine,"Byrd, Johnson and Ballard","Medina, Kim and Murphy (Maldives)",€179.3M,€445K,67.8,60.3,74.4,89.6,86,LWB,174cm,Left
413136,S. Anderson,31,Portugal,FC Barcelona,Premier League (England),€165.5M,€472K,71.3,76.8,85.6,85.9,86,LWB,203cm,Left
224802,A. Jones,26,Guatemala,Paris Saint Germain,Martin and Sons (Portugal),€169.1M,€446K,55.0,83.6,73.3,86.7,86,LWB,191cm,Left
549979,Billy Jr.,33,North Macedonia,Hayes-Shepherd,"Wallace, Gibbs and Harris (Ukraine)",€167.1M,€460K,78.9,67.9,87.1,78.0,85,LWB,176cm,Left
486106,Brian Jr.,32,Georgia,"Mcguire, Owens and Pope",Stewart Ltd (Zambia),€155.2M,€444K,55.5,79.6,81.0,86.0,85,LWB,179cm,Left
666628,L. Hall,21,Zambia,Lopez Inc,Premier League (England),€164.2M,€447K,68.1,76.6,85.5,84.9,85,LWB,191cm,Left
675404,Nicholas Lee,20,Bulgaria,"Harris, Cannon and Meyer","Steele, Anderson and Mitchell (Nepal)",€162.1M,€441K,65.2,85.1,66.2,84.2,85,LWB,166cm,Left
524426,P. Watson,29,North Macedonia,Manchester United,Premier League (England),€161.4M,€440K,76.7,53.3,64.6,86.4,85,CDM,151cm,Right
721088,M. Cohen,32,Dominica,"Bowman, Armstrong and Cuevas","Wallace, Gibbs and Harris (Ukraine)",€153.7M,€440K,87.2,17.1,39.3,72.9,84,RM,152cm,Right
869489,J. Nelson,26,Portugal,"Watson, Mills and Davis","Steele, Anderson and Mitchell (Nepal)",€154.9M,€435K,52.0,84.2,81.8,20.8,84,RB,160cm,Left
271491,M. Williams,41,Dominica,"Kline, Campos and Ingram","Steele, Anderson and Mitchell (Nepal)",€150.1M,€435K,61.9,90.8,37.9,52.3,84,CDM,193cm,Left
640949,Sean Jr.,35,Nepal,"Watson, Mills and Davis","Steele, Anderson and Mitchell (Nepal)",€147.9M,€426K,74.6,86.9,19.0,39.1,84,CDM,204cm,Left
614726,Craig Jr.,18,Georgia,"Byrd, Johnson and Ballard","Medina, Kim and Murphy (Maldives)",€146.7M,€414K,34.8,66.3,22.6,88.2,83,LM,191cm,Left
444127,Cannon,24,Maldives,Campbell LLC,Premier League (England),€145.7M,€427K,66.4,87.7,66.7,70.6,83,LWB,200cm,Left
739200,A. King,39,Georgia,"Washington, Moore and Day",Premier League (England),€147.3M,€421K,49.9,44.5,89.8,62.0,83,RW,190cm,Right
575465,Jacob Jr.,29,North Macedonia,Blackburn-Smith,Premier League (England),€161.8M,€412K,70.9,86.7,43.5,32.7,83,GK,188cm,Left
43118,C. Frye,27,Bulgaria,FC Bayern München,"Miller, Marquez and Skinner (Ukraine)",€141.2M,€422K,37.3,86.8,71.7,58.3,83,RB,176cm,Left
280897,D. Jones,30,Israel,Campbell LLC,Premier League (England),€141.3M,€411K,41.6,19.5,87.3,70.7,83,RW,179cm,Right
133724,K. Martin,20,Portugal,Page-Phillips,Brooks-Hughes (Georgia),€143.4M,€398K,18.0,84.6,78.7,44.4,83,RB,189cm,Left
904093,K. Gomez,19,Israel,Horn and Sons,"Miller, Marquez and Skinner (Ukraine)",€140.7M,€409K,79.3,84.8,70.5,52.2,83,LWB,193cm,Left
126198,J. Cole,30,Zambia,Lutz Ltd,"Miller, Marquez and Skinner (Ukraine)",€141.9M,€387K,79.2,71.6,84.4,71.5,83,LWB,160cm,Left
8827,D. Odom,33,Ukraine,"Parker, Tucker and King",Morales-Pham (Bulgaria),€140M,€393K,43.8,65.5,50.0,87.0,82,LM,158cm,Left
525141,L. Rush,35,Israel,"Washington, Moore and Day",Premier League (England),€135.8M,€405K,81.8,79.1,56.6,82.4,82,LWB,173cm,Left
50240,D. Ho,27,Bulgaria,Wheeler-Paul,Morales-Pham (Bulgaria),€139M,€389K,68.9,86.8,68.0,63.7,82,LWB,195cm,Left
123987,Johnson,29,Portugal,Hayes-Shepherd,"Wallace, Gibbs and Harris (Ukraine)",€120.7M,€375K,81.6,28.5,69.0,81.7,82,RM,182cm,Right
435589,Troy Mullins,29,Israel,"Smith, Barron and Williams","Steele, Anderson and Mitchell (Nepal)",€120M,€362K,52.1,91.4,48.3,34.7,82,RB,171cm,Right
812541,C. Williams,25,Bulgaria,Manchester United,Premier League (England),€122.8M,€364K,83.0,80.1,74.8,58.4,82,LWB,208cm,Left
943882,Z. Lewis,22,Georgia,Russell-Barr,Morales-Pham (Bulgaria),€140.4M,€362K,83.8,42.1,50.9,75.7,82,RM,199cm,Right
993360,S. Lucas,24,Bulgaria,Austin Inc,"Wallace, Gibbs and Harris (Ukraine)",€120M,€349K,65.3,79.4,79.6,83.4,82,LWB,189cm,Left
952680,Moran,29,Zambia,Bennett-Peters,Premier League (England),€111.5M,€392K,74.0,74.1,84.2,54.1,82,GK,166cm,Right
543617,Matthew Greene,22,Maldives,"Buchanan, Skinner and Avery",Premier League (England),€120M,€359K,81.2,70.0,74.7,81.9,82,LWB,153cm,Left
20251,L. White,25,Zambia,"Byrd, Johnson and Ballard","Medina, Kim and Murphy (Maldives)",€131.2M,€347K,66.5,86.8,50.3,50.0,82,GK,185cm,Left
475503,Alejandro Stafford,20,Nepal,Gomez-Thomas,"Steele, Anderson and Mitchell (Nepal)",€105.1M,€310K,34.5,77.6,82.1,27.2,81,CAM,158cm,Right
139633,Wilson,36,Georgia,Blackburn-Smith,Premier League (England),€115.8M,€316K,82.4,46.2,56.0,76.4,81,RM,169cm,Right
131588,A. Jennings,27,Georgia,Long PLC,Premier League (England),€102.2M,€343K,37.1,88.0,57.0,59.6,81,CAM,166cm,Right
