ID,Name,Age,Nationality,Team,League,Value,Wage,Attacking,Movement,Defending,Goalkeeping,Overall rating,Position,Height,Preferred foot
417970,Simpson,30,Algeria,Duke Ltd,Hayes Ltd (Indonesia),€197.9M,€492K,30.3,92.7,92.5,48.5,93,ST,171cm,Right
421699,Richard Jr.,21,Belize,Moody-Garcia,Poole-Strickland (Jamaica),€197.5M,€498K,41.9,93.4,90.4,64.2,93,ST,173cm,Right
83048,J. Aguilar,35,Saint Pierre and Miquelon,Lutz-Valenzuela,Pena-Green (Saint Pierre and Miquelon),€196.3M,€491K,61.7,91.7,91.1,47.5,92,CM,163cm,Left
249056,B. Nguyen,26,Guadeloupe,"Walker, Brown and Arellano",Premier League (England),€248.7M,€498K,78.4,88.0,24.2,92.8,92,LB,196cm,Right
348084,D. Salazar,35,Somalia,"Sims, Morgan and Frye",Poole-Strickland (Jamaica),€195M,€473K,94.6,54.9,29.3,83.0,92,LB,196cm,Right
164293,M. Hernandez,49,Greece,Wilson-Massey,Premier League (England),€192.5M,€490K,50.3,88.2,92.6,26.7,91,ST,192cm,Right
140122,N. Williams,35,Cameroon,"Ross, Aguilar and Grant",Premier League (England),€195M,€486K,23.2,90.8,90.6,39.8,91,ST,208cm,Right
263211,C. Hogan,21,Equatorial Guinea,Greer-Ward,Ramirez PLC (American Samoa),€197M,€548K,88.5,91.7,83.5,59.5,91,RWB,207cm,Right
296838,Martin Jr.,20,Cameroon,Wilson Group,Horton Ltd (Isle of Man),€192.2M,€471K,87.1,91.8,49.6,85.0,91,LB,167cm,Right
969557,Jason Jr.,24,Indonesia,Wilson-Massey,Premier League (England),€190.2M,€467K,92.1,79.8,24.3,87.5,91,LB,209cm,Right
798063,D. Simpson,16,Angola,Parker Ltd,Adams and Sons (Algeria),€187.3M,€462K,69.2,91.9,73.3,86.4,91,RWB,182cm,Right
675660,J. Mason,23,Serbia,"Stone, Allen and Caldwell","Smith, Sanders and Graham (Saint Pierre and Miquelon)",€188.3M,€471K,28.0,78.8,94.6,27.8,91,ST,152cm,Right
855995,Cabrera,22,Jamaica,Leonard Inc,"Beck, Martin and Jones (Indonesia)",€185.4M,€455K,55.7,92.0,89.3,57.9,91,ST,180cm,Right
582244,Timothy Jr.,33,Jamaica,"Martin, Mcdowell and Owens","Beck, Martin and Jones (Indonesia)",€186.1M,€460K,88.2,86.3,48.8,90.1,90,LB,168cm,Right
877176,T. Fletcher,31,Cameroon,"Hamilton, Barajas and Sanchez",Premier League (England),€184.8M,€452K,62.7,82.9,21.0,92.2,90,ST,180cm,Left
918483,G. Jones,24,Saint Pierre and Miquelon,Cook-Hunt,Williams Inc (Angola),€185.2M,€460K,89.6,89.9,61.6,53.8,90,CM,200cm,Left
542543,S. Lee,28,Netherlands,Arnold-Chen,Williams Inc (Angola),€183.9M,€443K,90.0,89.9,62.0,76.6,90,RWB,151cm,Right
272414,Stephens,30,Saint Pierre and Miquelon,Parker Ltd,Adams and Sons (Algeria),€184.6M,€446K,86.5,90.6,75.3,25.6,90,LB,178cm,Left
27234,Robert Jr.,24,Lesotho,Knapp Group,Hayes Ltd (Indonesia),€192.9M,€478K,43.3,83.6,65.7,91.5,90,CAM,187cm,Right
617797,J. Summers,23,Greece,Greene-Green,Premier League (England),€184M,€445K,86.0,76.9,91.4,50.3,90,CM,187cm,Left
757236,S. Anderson,20,Somalia,Leonard Inc,"Beck, Martin and Jones (Indonesia)",€183.3M,€443K,91.1,82.1,14.2,86.3,90,LB,192cm,Right
519918,D. Wagner,33,Serbia,"Hughes, Johnson and Maynard",Horton Ltd (Isle of Man),€183.8M,€431K,65.5,82.5,26.4,92.7,90,LB,170cm,Right
421747,B. Nelson,35,Saint Pierre and Miquelon,FC Bayern München,Premier League (England),€183.1M,€437K,66.3,90.6,90.0,36.7,90,CM,181cm,Left
606452,Schwartz,43,Lesotho,Giles-Rodriguez,Pittman and Sons (Netherlands),€184.7M,€441K,88.2,89.8,12.2,53.7,89,LB,170cm,Right
237941,C. Hart,37,Somalia,Case-Arias,"Williams, Mata and Tran (Angola)",€179.3M,€433K,80.5,62.9,91.9,51.7,89,CB,186cm,Left
