ID,Name,Age,Nationality,Team,League,Value,Wage,Attacking,Movement,Defending,Goalkeeping,Overall rating,Position,Height,Preferred foot
478934,B. Stokes,20,Bulgaria,Campbell LLC,"Davis, Banks and Fuentes (Western Sahara)",€194.8M,€486K,21.8,93.8,81.8,38.7,91,RB,180cm,Right
975510,G. Mosley,29,Seychelles,Richardson-Pierce,Donaldson Inc (Seychelles),€248.1M,€481K,74.8,80.8,72.7,92.7,90,RW,154cm,Right
837581,M. Warner,40,Reunion,Woods-Thompson,Espinoza PLC (Gabon),€194.2M,€548K,61.8,81.7,69.7,92.9,90,CF,168cm,Right
527864,Keller,33,Zambia,Smith-Torres,Santiago Ltd (Switzerland),€194.9M,€486K,74.4,69.4,44.5,94.6,90,CF,208cm,Right
311524,S. Haynes,26,Zambia,"Cummings, Rivas and Riley",Premier League (England),€190.7M,€465K,58.1,75.3,62.2,94.2,89,CF,176cm,Right
90962,D. Smith,22,Western Sahara,Gonzalez-Short,"Davis, Banks and Fuentes (Western Sahara)",€180.4M,€462K,78.8,60.2,91.9,49.3,89,RW,168cm,Left
206630,Joseph Jones,22,Gabon,"Cummings, Rivas and Riley",Premier League (England),€182.9M,€483K,81.8,38.0,91.1,79.7,89,RW,160cm,Left
601084,J. Gill,38,Reunion,"Patel, Vaughan and Osborn",Jones Inc (Western Sahara),€179.8M,€465K,51.3,78.6,44.8,92.5,89,CF,173cm,Right
683041,P. Best,35,Seychelles,Rodriguez Inc,Santiago Ltd (Switzerland),€186.9M,€471K,67.8,92.3,64.7,78.6,89,RW,181cm,Right
789542,W. Bates,29,Zambia,Young PLC,Premier League (England),€175.4M,€447K,56.3,70.1,79.8,91.6,89,RW,163cm,Right
918895,Miller,30,Western Sahara,Booker Ltd,"Fuentes, Martinez and Bailey (Switzerland)",€176.6M,€459K,15.8,70.9,49.1,93.1,88,CB,167cm,Right
944147,L. Strickland,22,Namibia,Nichols-Sims,Jones Inc (Western Sahara),€178.2M,€456K,48.3,92.5,74.9,58.2,88,LB,152cm,Left
543908,D. Moss,29,Western Sahara,Hoffman-Lopez,Santiago Ltd (Switzerland),€173.4M,€439K,62.9,79.3,47.5,90.3,88,CF,153cm,Right
393401,David Jr.,43,Switzerland,"Powers, Gonzalez and Thompson",Premier League (England),€170.8M,€434K,69.5,73.7,73.0,91.3,87,CF,150cm,Right
394053,B. Thomas,27,Bouvet Island (Bouvetoya),Nichols-Sims,Jones Inc (Western Sahara),€179.6M,€439K,90.6,46.2,56.3,75.7,87,RW,159cm,Left
967746,John Sullivan,25,Reunion,Booker Ltd,"Fuentes, Martinez and Bailey (Switzerland)",€174.2M,€455K,90.1,75.9,73.3,71.9,87,RW,151cm,Left
