ID,Name,Age,Nationality,Team,League,Value,Wage,Attacking,Movement,Defending,Goalkeeping,Overall rating,Position,Height,Preferred foot
240582,T. Martinez,23,Guadeloupe,Miller-Reynolds,Premier League (England),€199M,€497K,88.9,93.4,81.8,94.2,94,CAM,167cm,Right
616257,T. Weaver,35,Bulgaria,"Hernandez, Bush and Curtis",Russell-Henderson (Saint Kitts and Nevis),€198.2M,€491K,53.7,92.8,88.1,76.9,92,CAM,162cm,Right
616819,Harrington,32,Brunei Darussalam,"King, White and Rodriguez",Pearson LLC (Indonesia),€249.3M,€496K,89.8,93.2,64.2,77.2,92,CAM,206cm,Right
942926,J. Tucker,32,Cocos (Keeling) Islands,Manchester United,Garcia-Reyes (American Samoa),€198.2M,€488K,33.3,91.8,60.5,89.9,92,CDM,177cm,Left
942191,C. White,22,Rwanda,Harrison-Smith,Gibbs PLC (French Polynesia),€197.4M,€487K,87.8,91.5,67.0,47.0,91,LM,210cm,Left
98444,Thomas Jr.,21,Netherlands Antilles,"Hernandez, Bush and Curtis",Russell-Henderson (Saint Kitts and Nevis),€199.1M,€549K,53.2,60.8,85.8,92.6,91,CAM,198cm,Right
935821,D. Bailey,20,Saint Kitts and Nevis,Saunders-Reyes,"Green, Perez and Brown (Guadeloupe)",€187.3M,€486K,90.0,62.4,82.3,91.3,91,CAM,171cm,Right
551303,A. Chavez,36,Micronesia,"Wolf, Frank and Thompson",Premier League (England),€192.3M,€481K,88.8,91.5,61.3,22.8,91,LM,160cm,Left
323074,J. Dickson,21,Netherlands Antilles,Richards and Sons,Garrett and Sons (Cocos (Keeling) Islands),€185.1M,€480K,52.7,88.4,62.4,91.8,91,CAM,174cm,Right
274351,J. Ramirez,21,Timor-Leste,"Massey, Phillips and Gutierrez",Gibbs PLC (French Polynesia),€196.2M,€474K,85.4,59.3,61.1,93.3,91,CAM,176cm,Right
319556,P. Bates,18,Costa Rica,Fletcher Group,Premier League (England),€182M,€485K,90.8,58.9,87.8,51.8,90,CAM,208cm,Left
893212,M. Moore,30,Bolivia,Moss Group,Moore Group (Saint Pierre and Miquelon),€182.6M,€477K,86.5,72.1,78.5,91.0,90,CAM,210cm,Right
2135,R. Garner,23,Bulgaria,FC Bayern München,Bruce-Hanson (Honduras),€181.4M,€472K,89.1,90.9,31.3,50.4,90,RWB,201cm,Left
2542,S. Chan,41,Rwanda,Hunt and Sons,Premier League (England),€179.7M,€467K,50.9,90.7,87.0,75.0,90,RW,195cm,Left
798211,Tommy Jr.,28,Rwanda,"Alvarez, Gross and Chavez",Woods-Rodriguez (Cocos (Keeling) Islands),€181M,€467K,89.9,89.4,42.6,45.3,90,RWB,189cm,Left
