ID,Name,Age,Nationality,Team,League,Value,Wage,Attacking,Movement,Defending,Goalkeeping,Overall rating,Position,Height,Preferred foot
639442,J. Johns,22,Antigua and Barbuda,Medina PLC,Premier League (England),€246.6M,€489K,82.4,92.7,46.9,59.2,90,C,166cm,Right
765818,Duke,33,Bermuda,Harris-Ferguson,Cunningham and Sons (Svalbard & Jan Mayen Islands),€182.8M,€491K,86.2,54.8,91.0,55.7,90,C,189cm,Left
551712,Johnson,20,Guatemala,Manchester United,"Reed, Ray and Kelly (Dominica)",€185.4M,€488K,75.4,55.1,90.9,84.5,90,A,173cm,Left
672793,M. Powell,26,Antigua and Barbuda,"Ross, Vaughan and Bryant",Roy-Chavez (Dominica),€185.1M,€482K,74.5,25.1,33.8,94.1,89,E,163cm,Left
183951,Ryan Jr.,54,Saint Barthelemy,Lee-Yoder,Buchanan Ltd (Ukraine),€185.9M,€479K,51.6,87.0,89.3,46.0,89,D,189cm,Right
147747,Benjamin Anderson,20,Dominica,Williams-Herrera,Premier League (England),€180.6M,€471K,46.4,80.6,31.9,89.8,88,A,191cm,Left
377639,I. Robinson,20,Belize,"Rice, Horton and Maxwell",Premier League (England),€176.2M,€454K,59.4,88.7,86.9,46.1,88,B,194cm,Left
296556,J. Smith,34,Dominica,Stark Group,"Stevens, Davis and Thomas (Micronesia)",€167.5M,€546K,49.1,92.7,43.7,72.2,88,E,171cm,Left
199063,Paul Jr.,38,Pitcairn Islands,"Barton, Morgan and Smith",Cunningham and Sons (Svalbard & Jan Mayen Islands),€163.4M,€448K,57.9,77.9,90.8,45.9,88,D,198cm,Right
623049,Craig Jr.,24,Pitcairn Islands,"Bowman, Lee and Jordan","Stevens, Davis and Thomas (Micronesia)",€161.1M,€464K,62.8,95.0,62.0,29.6,87,B,158cm,Right
418613,J. Phillips,30,Svalbard & Jan Mayen Islands,Hudson-Lucas,"Stevens, Davis and Thomas (Micronesia)",€182.4M,€451K,54.1,20.5,72.2,91.3,87,A,192cm,Right
730530,Joseph Jr.,28,Bermuda,May Group,Premier League (England),€154.4M,€443K,57.3,44.8,65.1,94.8,87,A,205cm,Left
370260,P. Smith,33,Guatemala,Nguyen Ltd,Premier League (England),€153.2M,€433K,50.7,67.8,93.0,44.0,87,D,179cm,Right
411850,E. Miller,39,Guatemala,Manchester United,"Reed, Ray and Kelly (Dominica)",€167.3M,€438K,53.6,79.1,50.3,89.9,87,B,207cm,Left
911979,Bobby Jr.,32,Micronesia,Manchester United,"Reed, Ray and Kelly (Dominica)",€147.6M,€432K,70.2,25.7,34.0,92.3,87,A,196cm,Left
61046,T. Young,23,Antigua and Barbuda,Stark Group,"Stevens, Davis and Thomas (Micronesia)",€149M,€448K,66.8,62.0,93.1,69.2,87,E,208cm,Left
319996,T. Bradley,26,Svalbard & Jan Mayen Islands,Liverpool,Premier League (England),€145.5M,€423K,52.7,89.3,76.3,42.9,87,C,158cm,Left
475748,D. Richardson,30,Svalbard & Jan Mayen Islands,Murphy LLC,Smith Group (Dominica),€144.6M,€399K,46.8,81.9,87.3,32.0,86,E,210cm,Left
115391,Jonathan Jr.,24,Belize,FC Bayern München,Ponce-Mcpherson (Guatemala),€145.8M,€408K,92.9,11.5,65.6,29.3,86,D,155cm,Right
730608,Joseph Jr.,24,Palau,Paris Saint Germain,"Reed, Ray and Kelly (Dominica)",€146.3M,€430K,63.5,27.2,34.5,92.9,86,A,195cm,Left
280165,G. Zuniga,22,Pitcairn Islands,Hernandez-Crawford,Cunningham and Sons (Svalbard & Jan Mayen Islands),€151.3M,€395K,51.8,93.9,64.0,39.2,86,D,165cm,Right
632444,B. Smith,24,Guatemala,Paris Saint Germain,"Reed, Ray and Kelly (Dominica)",€140.7M,€383K,88.1,28.7,79.6,10.8,86,A,153cm,Right
427667,Wesley Jenkins,20,Saint Barthelemy,Graves and Sons,Cunningham and Sons (Svalbard & Jan Mayen Islands),€143M,€373K,70.9,48.4,45.5,90.7,86,D,208cm,Left
329543,T. Johnson,23,Saint Barthelemy,Medina PLC,Premier League (England),€140.1M,€389K,85.6,60.2,86.7,56.0,86,D,173cm,Left
911370,J. Montgomery,32,Micronesia,Hutchinson-Chavez,Hayes Group (Dominica),€141.6M,€425K,58.1,54.5,94.9,24.4,86,D,202cm,Right
59836,Perez,35,Guatemala,Thompson-Rogers,Premier League (England),€129.8M,€354K,50.3,86.5,82.5,31.9,86,C,173cm,Left
641628,Eric Jr.,20,Bermuda,Hudson-Lucas,"Stevens, Davis and Thomas (Micronesia)",€127.9M,€359K,56.1,89.6,76.4,7.1,86,E,187cm,Right
994106,G. Thompson,31,Svalbard & Jan Mayen Islands,Fowler PLC,Premier League (England),€137.6M,€357K,86.4,69.7,84.1,53.6,86,A,162cm,Right
404928,Michael Jr.,24,Antigua and Barbuda,Fowler PLC,Premier League (England),€123.2M,€330K,81.1,88.3,64.3,57.1,86,C,192cm,Right
33021,K. Levine,31,Ukraine,Edwards Group,Premier League (England),€131.7M,€340K,40.8,74.5,88.3,20.7,85,E,155cm,Left
483593,R. Kelly,34,Ukraine,Green-Castro,Buchanan Ltd (Ukraine),€125.9M,€328K,58.9,92.4,60.6,64.1,85,A,170cm,Right
320028,A. Frazier,52,Svalbard & Jan Mayen Islands,Nguyen Ltd,Premier League (England),€111M,€328K,36.3,64.4,92.3,27.9,85,E,203cm,Right
352928,A. Wilkins,23,Guatemala,May Group,Premier League (England),€106.1M,€324K,44.5,91.6,63.3,24.4,85,D,189cm,Right
951045,R. Ibarra,32,Belize,"Bowman, Lee and Jordan","Stevens, Davis and Thomas (Micronesia)",€121.3M,€336K,63.5,42.8,88.1,76.5,85,A,202cm,Left
